Line,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2
NCIH838,0.526534,0.394796,0.64459,0.593003,0.577947,0.497766,0.636582,0.658172,1.08714,0.414642,0.501651,0.124799,231.843,0.377832,1e-06,0.648418,0.363203,0.320938,0.475124,0.453035
NCIH841,0.502379,0.309132,0.416511,0.510589,0.35734,0.239785,0.502451,0.808486,0.966852,0.502224,0.101668,0.0887972,0.812332,0.475477,0.264873,0.569359,0.379869,0.432258,0.591652,0.786203
NCIH889,0.571143,0.31263,0.694718,0.663589,0.640196,0.75571,0.527231,0.878406,1.07677,0.423033,0.0107423,0.13393,0.755232,0.473488,0.0896571,0.568365,0.0807189,0.424431,0.428239,0.273164
NCIH929,0.525695,0.28153,0.636205,0.633352,0.591647,0.438904,0.65472,0.686604,1.10392,0.453659,0.566218,0.105226,0.477397,0.367373,0.523273,0.577974,0.323935,0.413627,0.476299,0.44686
NCIN87,0.535111,0.499996,0.713575,0.639785,0.59983,0.670472,0.774024,0.641281,1.21809,0.322693,0.00957741,0.146858,0.741255,0.22224,0.0106409,0.644819,0.360408,0.316588,0.465707,0.44293
NCO2,0.513124,0.302687,0.583613,0.562839,0.532772,0.80779,0.60645,0.70849,0.999602,0.429284,0.0228538,0.113637,0.497628,0.40511,0.502087,0.57844,0.268579,0.422094,0.486872,0.465185
NH6,0.571427,0.449615,0.847333,0.980698,0.749522,0.780569,0.492491,0.682799,1.20045,0.351587,0.0166434,0.112459,0.825991,0.474121,0.0155792,0.567216,0.277054,0.426509,0.381607,0.139045
NIHOVCAR3,0.66472,0.385265,1.24455,1.05765,1.05052,0.483374,0.667705,0.715592,1.31187,0.236074,0.539391,0.0971672,0.75592,0.359321,0.0948534,0.643363,0.220286,0.322115,0.376719,0.274065
NMCG1,0.543304,0.76471,0.636318,0.676405,0.677861,0.455419,0.488856,0.431298,0.832043,0.430048,0.546342,0.118932,0.495425,0.511043,0.504595,0.518429,0.573314,0.481279,0.458452,0.356896
NOMO1,0.598616,0.466532,1.27457,1.0169,0.792467,0.768567,0.818998,0.768845,0.992259,0.229484,0.194406,0.160017,0.441654,0.23869,0.49948,0.682391,0.246328,0.33794,0.408159,0.346254
NUDHL1,0.438828,0.278586,0.317664,0.318422,0.319906,0.79081,0.656868,0.606117,1.32356,0.326227,0.0168618,0.118724,0.756354,0.37559,0.0161271,0.571566,0.400416,0.42015,0.556044,0.627713
NUDUL1,0.543792,0.123641,0.721201,1.64796e-06,0.626428,0.987051,0.785289,0.682766,1.01984,0.496636,0.0414879,0.0817909,310.714,0.443159,1e-06,0.575001,0.328418,0.41346,0.413424,0.480366
NUGC2,0.541032,0.544169,0.766492,0.634019,0.653838,0.533968,0.632179,0.59895,1.40709,0.371372,0.470822,0.125609,0.756863,0.383804,0.036939,0.573055,0.386381,0.417111,0.461714,0.405403
NUGC3,0.548661,0.712579,0.000950168,0.201244,0.740494,0.489438,0.676006,0.393276,0.943328,0.350394,0.593348,0.170558,1.02423,0.392792,0.0146307,0.544714,0.541632,0.408459,0.412275,0.300098
NUGC4,0.550882,0.349306,0.726425,0.787035,0.646498,0.770959,0.498555,0.622837,1.19737,0.36613,0.0873143,0.133922,0.660923,0.500758,0.302472,0.648956,0.365602,0.314643,0.452459,0.390527
OAW42,0.403751,0.407062,0.165175,0.317812,0.155147,0.89135,0.632605,0.453667,1.15305,0.327134,0.0612818,0.104087,573.671,0.386534,1e-06,0.639858,0.543261,0.324548,0.597981,0.694872
OC314,0.542921,0.525043,0.695692,0.697773,0.660744,0.70774,0.524058,0.592183,1.19323,0.397183,0.345535,0.109283,0.703501,0.471265,0.249392,0.568928,0.400302,0.423818,0.451444,0.356692
OCIAML2,0.583391,0.432779,0.94888,0.97109,0.785813,0.793497,0.617157,0.717604,1.15833,0.318636,0.0279268,0.133972,0.437674,0.390353,0.564632,0.650019,0.267839,0.317006,0.425092,0.348915
OCIAML3,0.593087,0.48867,0.857515,1.0168,0.819877,0.552462,0.5086,0.679764,1.23454,0.356761,0.428407,0.119849,0.645402,0.488834,0.303646,0.564111,0.250304,0.429415,0.42282,0.270344
OCIAML5,0.56571,0.463821,0.854876,0.881733,0.715036,0.786826,0.647118,0.687597,1.10023,0.360044,0.0276921,0.148601,0.379645,0.369574,0.637872,0.573263,0.275512,0.42002,0.43999,0.345186
OCILY19,0.580315,0.446708,0.88403,0.887116,0.7559,0.792091,0.633198,0.6668,1.22027,0.355174,0.0168891,0.129471,272.662,0.383434,1e-06,0.572452,0.289795,0.420871,0.427144,0.327869
OCILY3,0.392482,0.00762857,0.00128705,0.245084,0.309391,0.953072,0.610803,0.74827,1.17565,0.557369,0.0267064,0.121288,0.617609,0.374377,0.395565,0.574578,0.0738724,0.438968,0.603162,0.716588
OCIM1,0.565308,0.419173,1.19809,0.754087,0.689004,0.799093,0.87181,0.801923,0.905037,0.392291,0.0114147,0.0715185,0.425519,0.222004,0.560046,0.393172,0.22636,0.615871,0.437798,0.284784
OCUM1,0.529007,0.558369,0.612536,0.638876,0.607314,0.51951,0.48258,0.579613,1.53938,0.39743,0.510982,0.163051,0.804974,0.494112,0.0769773,0.559248,0.36773,0.431637,0.480387,0.440897
OE19,0.530147,0.588437,0.646006,0.607579,0.657227,0.543776,0.623535,0.513953,1.37136,0.381132,0.487864,0.134334,0.744226,0.388912,0.010631,0.582272,0.423236,0.413948,0.470997,0.427479
OE21,0.551801,0.507558,0.431174,0.68271,0.631832,0.475391,0.75217,0.571265,0.831445,0.27964,0.521553,0.221206,0.716978,0.233408,0.222507,0.648719,0.428222,0.322634,0.445214,0.416162
ONCODG1,0.668782,0.157495,1.21909,1.05531,0.960195,0.455918,0.617126,0.808,1.11765,0.191439,0.544268,0.0929836,0.830741,0.395248,0.124054,0.681833,0.238753,0.254661,0.36339,0.271607
ONS76,0.526553,0.58268,1e-06,0.0141056,0.500423,0.913209,0.612438,0.873893,0.605457,0.256148,0.668271,0.143472,1.25423,0.589268,0.367784,0.608172,0.497173,0.445351,0.266504,0.211936
OPM2,0.465461,1e-06,0.523671,0.383578,0.395627,1.42693,0.698676,0.702489,1.45316,0.44176,0.0403703,0.112686,0.435716,0.434888,0.55627,0.582201,0.202074,0.442334,0.517136,0.543489
OSRC2,0.535856,0.666793,0.631156,0.617008,0.636459,1.37917,0.511645,0.522275,1.10672,0.398709,0.109776,0.142986,0.782808,0.479422,0.212813,0.560277,0.435666,0.426437,0.468566,0.412367
OUMS23,0.538106,0.336822,0.713201,0.616153,0.658043,0.392487,0.642508,0.673708,1.20091,0.372934,0.617223,0.124509,0.794718,0.372985,0.0113522,0.644165,0.302323,0.322179,0.465863,0.433567
OV56,0.527207,0.616901,0.643719,0.630694,0.591402,0.355934,0.572421,0.5495,1.34688,0.363469,0.620749,0.132056,0.781561,0.375648,0.0166646,0.567748,0.454534,0.416576,0.475395,0.440387
OV7,0.554699,0.659054,0.828424,0.825111,0.668094,0.469781,0.611136,0.519749,1.27981,0.350238,0.561287,0.145352,0.786376,0.390115,0.0591983,0.560388,0.494856,0.432866,0.449613,0.373417
OV90,0.624117,0.441005,1.28282,0.945918,0.897725,0.714963,0.5168,0.648928,1.34218,0.352601,0.0348941,0.086811,0.594971,0.489345,0.184644,0.578059,0.3277,0.420846,0.422097,0.27568
OVCAR4,0.534738,0.449408,0.618201,0.70984,0.634658,0.403264,0.524407,0.671698,1.10774,0.404394,0.609943,0.161924,331.038,0.47659,1e-06,0.642154,0.293838,0.323113,0.464477,0.417848
OVCAR8,0.566058,0.717779,0.9413,0.794604,0.690546,0.714713,0.51922,0.526702,1.20011,0.369828,0.135264,0.13534,0.663711,0.474315,0.150336,0.563319,0.457386,0.414174,0.446659,0.344165
OVISE,0.476881,0.282318,0.321941,0.380894,0.434683,0.421571,0.839149,0.634929,1.20177,0.357253,0.587374,0.108929,0.755433,0.254642,0.0939215,0.649803,0.380426,0.310624,0.523673,0.541324
OVK18,0.551612,0.474833,0.757506,0.761448,0.655025,0.778695,0.621259,0.614116,1.23987,0.362876,0.05862,0.125877,0.795475,0.391883,0.011363,0.569224,0.35947,0.424746,0.451816,0.379082
OVKATE,0.576451,0.261157,0.904366,0.821102,0.727725,0.443132,0.617519,0.778098,1.19459,0.297153,0.562082,0.115764,0.766069,0.377388,0.0914636,0.685724,0.197081,0.250942,0.430225,0.380391
OVMANA,0.500043,0.388399,0.450266,0.478319,0.472559,1.60687,0.619869,0.566406,1.03478,0.479612,0.0337701,0.139289,0.785327,0.394552,0.0056368,0.640728,0.434862,0.323985,0.506864,0.51524
OVSAHO,0.639155,0.272615,0.815503,0.868537,0.733559,0.742212,0.439512,0.827875,0.641129,0.22287,0.155857,0.18868,0.791667,0.556892,0.033113,0.648795,0.21549,0.320972,0.368701,0.250962
OVTOKO,0.400816,0.519426,0.00243588,0.0989567,0.386695,0.635633,0.876547,0.578946,0.636184,0.32635,0.209735,0.101936,212.56,0.547767,1e-06,0.655911,0.592106,0.48722,0.335547,0.191749
P12ICHIKAWA,0.616857,0.421402,1.10951,1.23925,0.905867,0.635239,0.628373,0.880489,1.24876,0.327731,0.371591,0.120386,0.815333,0.385174,0.0230672,0.563449,0.0938959,0.432243,0.397608,0.244965
P31FUJ,0.595092,0.514228,0.795161,1.08403,0.847874,0.861938,0.454215,0.726987,1.07176,0.396575,0.00618669,0.179354,0.80051,0.5436,0.0085343,0.572325,0.266807,0.42118,0.419666,0.221504
P3HR1,0.551069,0.0438265,0.60568,0.60873,0.65247,0.792078,0.649739,0.712251,0.861132,0.497869,0.0113145,0.0910271,0.793801,0.370519,0.00569763,0.575905,0.192869,0.417335,0.449844,0.428865
PANC0203,0.516249,0.653816,1e-06,0.472162,0.658782,0.736643,0.679677,0.486806,0.882908,0.312056,0.802761,0.132413,1.39661,0.413739,0.0395126,0.61894,0.506831,0.310955,0.412007,0.375164
PANC0213,0.584638,0.698985,0.843323,0.994937,0.759727,0.464117,0.638282,0.559129,1.20097,0.300101,0.587935,0.141158,0.885499,0.367012,0.0836946,0.657795,0.423837,0.329929,0.428565,0.374647
PANC0327,0.573766,0.545792,0.997734,0.974784,0.685438,0.486358,0.604092,0.566553,0.95522,0.339238,0.505972,0.220433,0.830822,0.401011,0.0679192,0.64755,0.438269,0.317876,0.432088,0.366516
PANC0403,0.53536,0.713268,1e-06,0.292247,0.759657,1.0111,0.711855,0.449441,0.983056,0.347737,0.510977,0.158208,1.10707,0.412603,0.0236051,0.551039,0.490023,0.413759,0.414131,0.319822
PANC0504,0.57642,0.613779,1.01665,0.846863,0.741923,0.790592,0.629825,0.577226,1.19228,0.354122,0.0292601,0.125051,0.744223,0.382131,0.115481,0.570062,0.413393,0.425256,0.430613,0.31957
PANC0813,0.335279,0.39298,0.665513,0.599814,0.182597,1.07548,0.328174,0.540088,0.626188,0.0341689,0.574218,0.630833,0.946419,0.941669,0.688364,0.812924,0.464602,0.384614,0.43198,0.365989
PANC1005,0.427026,0.598946,0.575857,0.412634,0.134895,1.19371,0.362043,0.496025,0.621697,0.18411,0.541774,0.642945,0.702971,0.702269,0.634202,0.727863,0.529231,0.36418,0.459656,0.399704
PATU8902,0.318635,0.00574429,0.648028,0.800302,0.158876,1.16084,0.350697,0.524742,0.627833,0.109465,0.512233,0.481042,0.587163,0.588682,0.536406,0.76314,0.477922,0.381174,0.48803,0.472715
PATU8988S,0.428376,0.173888,0.565953,0.730931,0.136905,1.06682,0.28891,0.681018,0.495152,0.00756657,0.657979,0.281902,1.03698,1.05569,0.960325,0.794553,0.329636,0.503718,0.371058,0.161332
PATU8988T,0.425193,0.363962,0.567953,0.619938,0.146481,1.15762,0.298988,0.493139,0.615219,0.0281923,0.571911,0.616548,0.748786,0.704569,0.724583,0.801038,0.491421,0.369182,0.431716,0.335141
PC14,0.312713,0.665822,0.637957,0.362942,0.121038,1.26381,0.377506,0.556559,0.513704,0.145498,0.52852,0.542796,0.623549,0.593625,0.589353,0.746191,0.409993,0.481801,0.472566,0.43202
PECAPJ15,0.321329,0.567043,0.659221,0.435955,0.155444,1.15227,0.339097,0.60196,0.622735,0.0328354,0.563458,0.470767,0.917463,0.790012,0.679299,0.781197,0.393063,0.386228,0.441058,0.384223
PECAPJ34CLONEC12,0.32698,0.651552,0.650005,0.336816,0.123016,0.951061,0.324091,0.60418,0.758007,0.192857,0.525524,0.193673,0.676996,0.685284,0.543952,0.7332,0.391216,0.238937,0.474272,0.459966
PECAPJ41CLONED2,0.433796,0.410023,0.564236,0.590145,0.153131,1.02052,0.350392,0.648416,0.624169,0.0233395,0.579353,0.387123,1.04036,1.03965,0.678076,0.824957,0.363989,0.389472,0.425592,0.308732
PECAPJ49,0.322708,0.506758,0.661062,0.491325,0.149065,1.1875,0.270605,0.547429,0.77639,0.167073,0.533621,0.552765,0.786594,0.635314,0.603682,0.699673,0.45586,0.241048,0.46789,0.446479
PEER,0.428066,0.0174321,0.565362,0.817558,0.121919,1.06675,0.328979,0.770625,0.535363,0.00777036,0.64895,0.469466,0.950481,1.16008,1.03644,0.815953,0.1393,0.464956,0.37145,0.10682
PF382,0.426809,0.51006,0.568993,0.486439,0.122495,1.25812,0.324743,0.861015,0.634824,0.0113944,0.609109,0.455765,0.935212,0.859194,0.842811,0.797671,0.0814661,0.380364,0.394117,0.237441
PFEIFFER,0.419496,0.0274348,0.572694,0.779515,0.124399,0.841097,0.515007,0.73712,0.60756,1e-06,0.617928,0.0783238,0.906715,0.853791,0.809372,110.327,0.176194,0.373984,0.356348,0.247838
PK1,0.488519,0.0456497,0.662464,0.776695,0.0531656,0.962677,0.391976,0.49341,0.606504,1e-06,0.550478,0.498866,0.660781,0.61088,0.743684,33.9541,0.503536,0.374829,0.449417,0.385685
PK45H,0.424668,0.206979,0.56998,0.725401,0.154471,0.930739,0.41518,0.47316,0.616765,0.196092,0.533701,0.625865,0.695858,0.635471,0.608609,0.731616,0.522162,0.372068,0.467514,0.419982
PL21,0.415503,0.0233607,0.578138,0.825707,0.139764,1.18562,0.327877,0.779926,0.605363,0.298395,0.614212,0.476816,0.994873,0.968686,0.8664,0.66087,0.191281,0.401736,0.394796,0.225732
PLCPRF5,0.563591,0.696626,0.734073,0.0979216,0.0319295,0.349343,1.17543,0.389705,0.552288,0.61805,0.444705,0.465616,0.436967,0.506902,0.521358,0.52715,0.528131,0.392749,0.493,0.482373
PSN1,0.381116,0.705346,0.553032,0.148393,0.0201511,0.261531,1.21082,0.315718,0.801661,0.00284938,0.471086,0.565985,0.568787,0.561374,0.909691,0.60524,0.71182,0.793959,0.435376,0.303071
QGP1,0.570031,0.625999,0.875999,0.0920481,0.356671,0.481194,1.07681,0.450698,0.51876,0.304658,0.157124,0.161472,0.424028,0.571102,0.786161,0.883487,0.704254,0.663464,0.430923,0.29941
RAJI,0.570914,424.296,0.59996,0.254789,1e-06,0.411277,0.648756,0.036364,0.684343,0.012625,0.133072,1.92262e-06,0.41867,0.356038,7.32041e-05,0.0861927,0.026714,0.888162,0.637179,0.92522
RCC10RGB,0.547364,0.859424,0.655177,0.125516,0.0183248,0.387921,1.1617,0.349777,0.612471,0.342382,0.372109,0.577558,0.406429,0.576633,0.862832,0.79847,0.757929,0.631077,0.429369,0.321554
RCHACV,0.572788,0.83096,0.819765,0.144797,0.10427,0.378619,1.286,0.356119,0.629676,0.0390934,0.210855,0.496095,0.425038,0.625828,0.95382,0.94997,0.904387,0.801006,0.367754,0.168366
RCM1,0.71974,0.555524,0.560517,0.122136,0.406829,0.398508,1.40909,0.22819,0.601966,0.314288,0.452342,0.602087,0.349268,0.614559,0.948752,0.780367,0.89216,0.648904,0.394027,0.299208
RD,0.316405,1.33595,0.719514,0.141286,0.256195,0.43803,0.836291,0.333515,0.445525,0.027076,0.413209,0.775206,0.238591,0.550563,0.456519,0.443676,0.837879,1.15398,0.426356,0.27966
RDES,0.568072,0.864057,0.803919,0.0856764,0.134076,0.386382,1.11997,0.235685,0.629036,0.228855,0.246432,0.232338,0.427073,0.70808,1.57391,1.28631,1.15362,0.747579,0.335379,0.0961827
REH,0.567543,0.891514,0.859665,0.179891,0.0127349,0.399275,1.10295,0.311909,0.609829,0.0426827,0.144114,0.509757,0.426691,0.656934,1.08518,1.09646,0.989586,0.874548,0.35919,0.129812
RERFGC1B,0.583264,0.389571,0.797297,0.0910862,0.583301,0.250346,0.692859,0.451479,0.773383,0.612853,0.143487,0.259638,0.426146,0.511948,0.570322,0.541557,0.514133,0.373669,0.488081,0.486793
RERFLCAD1,0.584444,0.506792,0.512255,0.132623,0.471309,0.39397,1.20555,0.353027,0.60932,0.542389,0.420761,0.622453,0.425865,0.545176,0.726492,0.726608,0.647163,0.474963,0.457298,0.395092
RERFLCAD2,0.574622,0.829725,0.605067,0.186057,0.0237045,0.262637,0.962614,0.297259,0.806048,0.487253,0.392908,0.491433,0.423881,0.576973,1.15786,0.86629,0.666792,0.504198,0.426497,0.34552
RERFLCAI,0.688344,0.583677,0.558129,0.139242,0.389144,0.38624,1.1681,0.340108,0.621552,0.461829,0.434955,0.526218,0.34821,0.533947,0.736501,0.7281,0.592197,0.534886,0.466585,0.440033
RERFLCKJ,0.581578,0.508409,0.683028,0.0876793,0.485351,0.496939,1.41565,0.338259,0.505493,0.671049,0.12373,0.303228,0.448347,0.596193,0.824116,0.89753,0.88817,0.352788,0.416684,0.253874
RERFLCMS,0.57722,0.579398,0.611118,0.115289,0.389595,0.400688,1.17249,0.373387,0.607479,0.6597,0.38599,0.538859,0.421803,0.543714,0.746719,0.726323,0.645915,0.363128,0.45849,0.397638
RERFLCSQ1,0.740398,0.695688,0.541097,0.154228,0.0099868,0.254078,1.15426,0.330855,0.778211,0.54849,0.511151,0.515492,0.368259,0.51721,0.660155,0.563555,0.553742,0.454771,0.483377,0.472226
RH18,0.584359,0.657805,0.468336,0.104262,0.0414491,0.500473,1.06452,0.416459,0.503792,0.328687,0.338433,0.529945,0.427713,0.498306,0.500734,0.475387,0.519962,0.653849,0.500853,0.503676
RH30,0.578356,0.399361,0.57474,0.166229,0.613098,0.40831,1.08938,0.395144,0.597765,0.0113302,0.423726,0.514664,0.423356,0.531017,0.699142,0.599289,0.611826,0.800951,0.469467,0.426561
RH41,0.575535,0.405074,0.962483,0.0816109,0.611602,0.49195,1.45045,0.383671,0.498284,0.00951856,0.240945,0.482969,0.439429,0.550829,0.707035,0.604702,0.765916,0.892833,0.450843,0.356844
RI1,0.782405,0.572089,0.752838,0.0704987,0.456206,0.470345,1.63904,0.976654,0.525623,0.0264659,0.294511,1e-06,0.381112,0.392203,0.041893,0.049733,0.0573724,0.751988,0.605598,0.697768
RKN,0.583823,0.741848,0.478629,0.171596,0.0885718,0.372462,1.11131,0.287644,0.607108,0.491588,0.506659,0.72175,0.438572,0.621946,1.00814,0.749407,0.925659,0.512779,0.393236,0.242872
RKO,0.612429,278.189,0.455993,0.180028,1e-06,0.522868,0.955255,0.373328,0.525742,0.0361781,0.456493,0.731115,0.449435,0.5657,0.661672,0.658196,0.852357,0.789319,0.431774,0.302651
RL,0.567839,0.79944,1.10049,0.088842,0.0038254,0.462508,1.49458,0.87149,0.536875,0.0057353,0.202144,1e-06,0.427435,0.315389,0.158901,1e-06,1e-06,0.79905,0.659799,0.912282
RL952,0.420981,0.874474,0.882711,0.0740682,0.0307768,0.471765,0.768807,0.372818,0.803308,0.896652,0.443333,0.468994,0.316091,0.459392,0.219613,0.474051,0.273252,0.301325,0.549717,0.66096
RMGI,0.573091,0.768596,0.548501,0.134517,0.0750233,0.33669,1.22364,0.419767,0.575142,0.0118496,0.490891,0.48376,0.431389,0.501876,0.468099,0.495784,0.51459,0.83361,0.498139,0.498834
RMUGS,0.564013,0.68257,0.614811,0.0682468,0.137629,0.266305,1.12392,0.413304,0.78195,0.79353,0.395107,0.456842,0.412523,0.498134,0.703127,0.495831,0.504232,0.268136,0.501349,0.494333
RPMI7951,0.349795,2.90363,0.609052,0.0951803,0.0208413,0.388739,0.935921,0.3805,0.601076,0.636619,0.462159,0.670858,0.258317,0.500723,0.22761,0.519049,0.585425,0.304486,0.500202,0.565009
RPMI8226,0.727154,0.493602,0.683283,0.168098,0.506311,0.475897,1.16307,0.250721,0.524864,0.556558,0.312548,0.109441,0.27597,0.569768,0.619672,0.55591,0.611076,0.447857,0.432977,0.393838
RPMI8402,0.707028,0.71701,0.839388,0.122535,0.209712,0.382812,1.22695,0.304463,0.634492,0.124183,0.0819443,0.322909,0.356566,0.599125,0.901786,0.772357,0.823903,0.751568,0.39285,0.320211
RS411,0.575905,322.479,0.826845,0.152949,1e-06,0.49376,1.15476,0.358487,0.502588,0.150032,0.124763,0.463125,0.416076,0.663561,0.885601,1.11153,1.07701,0.816788,0.368342,0.0969302
RT112,0.688998,0.780697,0.645115,0.133057,0.0381022,0.374367,1.18249,0.351631,0.634397,0.534715,0.350641,0.463209,0.335324,0.55643,0.832816,0.682024,0.719568,0.467541,0.447614,0.395577
RT4,0.557487,0.729834,0.571719,0.0695438,0.0735796,0.411168,0.734335,0.524411,0.619574,0.628855,0.404655,0.259008,0.435538,0.453676,0.349576,0.265494,0.341769,0.390929,0.545575,0.602724
RVH421,0.559285,0.768585,0.485693,0.144584,0.00367775,0.486921,1.20937,0.428462,0.516706,0.593802,0.508086,0.622415,0.430245,0.507133,0.532456,0.513365,0.554572,0.411532,0.492662,0.47887
S117,0.340004,1.90787,0.593927,0.11015,0.143624,0.335776,0.851421,0.292966,0.520606,0.476621,0.422699,0.864182,0.247415,0.524475,0.153843,0.338153,0.778859,0.398583,0.450569,0.416894
SBC5,0.562814,0.812395,0.486711,0.112581,0.05119,0.484913,1.38464,0.276473,0.51449,0.266139,0.468434,0.610074,0.431351,0.64743,0.840162,0.928272,0.814209,0.680306,0.377883,0.232372
SCABER,0.697255,0.811588,0.620118,0.169927,0.0173048,0.387225,1.15414,0.37076,0.617194,0.50698,0.43036,0.407784,0.338932,0.561379,0.878222,0.7646,0.647975,0.493433,0.442575,0.393539
SCC15,0.267908,133.267,0.89022,0.164857,1e-06,0.237884,1.36252,0.36416,0.410516,0.498073,0.586859,0.270501,0.137944,0.57849,2.0499,0.886544,0.693247,0.438004,0.416002,0.283415
SCC25,0.688384,0.804689,0.558615,0.186003,0.0446728,0.252605,0.807692,0.276403,0.771259,0.552641,0.4308,0.554308,0.338088,0.544661,0.578165,0.664227,0.618638,0.441522,0.452096,0.425428
SCC4,0.734455,0.786384,0.567493,0.161562,0.0335348,0.248858,0.969398,0.268042,0.805264,0.48697,0.430376,0.480132,0.350191,0.564855,1.10015,0.766752,0.662165,0.514047,0.43615,0.402224
SCC9,0.731559,0.713629,0.504874,0.101571,0.110734,0.36967,1.22973,0.314149,0.601332,0.517152,0.405244,0.544311,0.361094,0.553251,0.731457,0.676615,0.717918,0.478798,0.447839,0.393891
SEM,0.575497,0.631838,0.865566,0.142697,0.350996,0.388462,1.27832,0.332209,0.618456,0.0402798,0.164651,0.473714,0.425511,0.621802,0.96111,0.928031,0.889666,0.825315,0.39019,0.205299
SF126,0.550608,0.896278,0.611099,0.124908,0.0376725,0.398466,1.13993,0.361069,0.597721,0.520872,0.406837,0.601273,0.405449,0.558435,0.797715,0.743397,0.705079,0.479548,0.444516,0.364567
SF295,0.607508,0.77683,0.479134,0.12032,0.00371721,0.488659,1.09725,0.359632,0.544797,0.603477,0.408166,0.637732,0.449325,0.555664,0.636675,0.712127,0.739006,0.385291,0.444097,0.335474
SH10TC,0.549749,0.825037,0.513489,0.137064,0.00592182,0.358587,1.16856,0.357108,0.651846,0.255295,0.459493,0.702414,0.410845,0.574671,0.836114,0.743059,0.746368,0.669453,0.429328,0.325255
SH4,0.763415,0.788463,0.569948,0.120571,0.00840587,0.591312,1.24844,0.387567,0.440852,0.657657,0.464276,0.574485,0.371478,0.52187,0.578622,0.504821,0.594975,0.34528,0.475753,0.427796
SHP77,0.578819,0.386174,0.83344,0.133094,0.631785,0.405034,1.19325,0.364168,0.605621,0.0148916,0.0982991,0.338996,0.426328,0.565417,0.858026,0.698874,0.721103,0.789539,0.433192,0.344833
SIGM5,0.571175,0.784398,0.71072,0.143029,0.190384,0.399681,1.21271,0.330073,0.601401,0.429829,0.305716,0.55434,0.421545,0.600743,0.976792,1.00012,0.835018,0.550811,0.41118,0.274649
SIMA,0.575335,0.79055,0.848868,0.090786,0.022366,0.396863,1.07156,0.389564,0.61493,0.0330852,0.162245,0.348966,0.42093,0.612658,0.855036,0.857782,0.824811,0.787141,0.395289,0.236026
SJSA1,0.572382,0.792718,0.608384,0.154967,0.0169025,0.378813,1.04137,0.364194,0.636716,0.30898,0.393489,0.424999,0.422607,0.568446,0.934376,0.980218,0.649723,0.656631,0.435206,0.332553
SKBR3,0.651078,0.767172,0.79298,0.12028,0.0136259,0.638088,1.28366,0.434234,0.371101,0.502058,0.133111,0.107061,0.324554,0.545883,0.594421,0.612711,0.603024,0.49791,0.455991,0.358132
SKCO1,0.180477,2.03883,0.956262,0.0811197,0.0478374,0.483773,0.650106,0.367375,0.378154,0.388336,0.435461,0.680819,0.132583,0.546343,0.398578,0.423853,0.73499,1.2901,0.434111,0.229517
SKES1,0.578929,0.508981,0.755333,0.138552,0.481486,0.506368,1.0852,0.311553,0.529734,0.126281,0.113811,0.419171,0.417593,0.596773,0.7724,0.866576,0.862381,0.784528,0.40209,0.202054
SKHEP1,0.391163,0.751918,0.459095,0.167672,0.0212731,0.39601,1.21719,0.380048,0.609702,0.315824,0.545331,0.67807,0.586103,0.551005,0.673321,0.684024,0.651992,0.650611,0.449348,0.305402
SKLMS1,0.785333,0.661364,0.519554,0.163403,0.291425,0.468012,1.1547,0.363761,0.52948,0.27245,0.46637,0.614849,0.3902,0.541315,0.701381,0.701677,0.656372,0.680199,0.459758,0.407825
SKM1,0.56852,0.397166,0.648834,0.133155,0.610068,0.403321,0.991395,0.283156,0.604822,0.185753,0.359993,0.381588,0.426278,0.624034,1.08649,1.08224,0.864949,0.719953,0.39397,0.258445
SKMEL1,0.578343,0.500785,0.541891,0.142943,0.493487,0.48755,1.21764,0.418092,0.519736,0.58908,0.441719,0.54452,0.426643,0.51442,0.549525,0.54067,0.571539,0.40279,0.484734,0.456389
SKMEL2,0.580142,153.495,0.354443,0.202282,1e-06,0.390396,0.926636,0.386585,0.587799,0.455714,0.668796,0.808999,0.417892,0.560326,0.853073,0.738037,0.76269,0.538029,0.443784,0.360843
SKMEL24,0.587049,0.707184,0.454827,0.112243,0.211048,0.499063,1.09251,0.368378,0.597404,0.721027,0.497032,0.535365,0.455928,0.542481,0.614133,0.650701,0.6841,0.254604,0.457301,0.372009
SKMEL28,0.498116,2.00433,0.44302,0.142087,0.0190873,0.435521,0.75915,0.395931,0.471049,0.530904,0.5882,0.778807,0.247408,0.495119,0.387311,0.429141,0.758895,0.453297,0.497046,0.559924
SKMEL3,0.561677,0.790756,0.455161,0.121579,0.0855913,0.456433,1.13751,0.464468,0.355402,0.333276,0.540588,0.323723,0.412606,0.428326,0.462399,0.0611346,0.461157,0.91344,0.516018,0.404647
SKMEL30,0.71719,0.78169,0.454908,0.156859,0.0056107,0.399554,1.09221,0.305766,0.60647,0.663878,0.48319,0.550245,0.3605,0.496717,0.580543,0.459695,0.515225,0.344069,0.501476,0.499173
SKMEL31,0.574087,0.824986,0.506685,0.140875,0.0116702,0.57226,1.06989,0.398143,0.439426,0.789705,0.477126,0.698235,0.429655,0.551923,0.630014,0.683586,0.718765,0.29335,0.449777,0.320796
