LINE,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2,MIR335,JUND,FOXP2,TFAP2C,FOSL1,PLAUR
JHUEM7,0.589879,0.579815,0.994038,1.0096,0.7788,0.102582,0.419876,0.353016,0.290487,0.00573175,0.148929,0.395451,0.746029,0.566461,0.598428,0.798555,0.607658,1.07736,0.394003,0.429021,6.14649,4.56438,0.0143553,0.275007,4.80168,3.02948
JIMT1,0.517129,0.557506,0.586543,0.536655,0.582506,0.481356,0.479239,0.378129,0.462118,0.00565601,0.131451,0.398849,0.516484,0.645146,0.502637,0.788003,0.611678,1.06573,0.509391,0.3189,6.13443,4.8846,0.0143553,4.65992,7.54643,2.96584
JJN3,0.488847,0.104252,0.444675,0.453846,0.451815,0.442251,0.511308,0.336634,0.527366,0.628548,0.124844,0.386958,0.553049,0.566641,0.722723,0.39055,0.627816,1.16929,0.251853,0.426864,6.48977,5.88191,3.21878,1.59932,1.12433,3.01329
JK1,0.548524,0.374613,0.703486,0.697138,0.643923,0.0112713,0.450114,0.402816,0.355871,0.0051429,0.0998992,0.373452,0.789055,0.574721,0.643717,0.716516,0.645665,1.15123,0.360291,0.421586,6.91564,6.0881,0.0143553,0.0285692,3.67243,2.9342
JL1,0.551277,0.641809,0.726347,0.809959,0.68128,0.203294,0.464891,0.372448,0.394514,0.228612,0.10566,0.497754,0.718865,0.570462,0.588603,0.676131,0.500691,1.22446,0.366271,0.420519,6.0354,7.13617,1.01436,0.565597,6.94462,2.94862
JM1,0.660022,0.0420636,0.663849,0.719553,0.697242,0.0354989,0.421822,0.52578,0.28989,0.151999,0.119308,0.496547,0.707339,0.561327,0.776936,1.24124,0.503381,1.27492,0.10668,0.420472,6.08258,5.09085,0.367371,0.15056,0.333424,2.99627
JMSU1,0.553256,0.707184,0.949786,0.817176,0.652333,0.00915748,0.468569,0.279158,0.437539,0.120348,0.112459,0.389247,1.27583,0.630461,0.563525,0.562046,0.618802,0.978283,0.496939,0.326776,6.35896,6.26922,0.214125,0.0143553,9.58295,3.10987
JURLMK1,0.569918,0.482929,0.948143,0.890255,0.724008,0.0222295,0.436291,0.362155,0.333692,0.350139,0.100591,0.383187,0.785722,0.568932,0.656247,0.626538,0.626147,1.12436,0.331076,0.4257,6.53621,6.63923,1.1177,0.0565835,4.24413,2.99298
JVM2,0.499267,0.24159,0.487116,0.468892,0.498428,0.00561554,0.500288,0.394046,0.504122,0.334953,0.120623,0.399854,0.782365,0.648448,0.648519,0.595828,0.615762,1.19116,0.35962,0.315139,6.15987,5.76261,1.12433,0.0143553,2.65306,2.91594
JVM3,0.437089,0.188136,1e-06,0.306935,0.308781,0.014532,0.543746,0.306721,0.57688,0.706952,0.134113,0.237436,0.681544,0.561274,0.610291,0.353476,0.78344,1.21576,0.396275,0.418782,6.59917,5.99526,2,0.0426443,2.76341,2.98451
K029AX,0.542429,0.575877,0.668333,0.717043,0.654026,0.634573,0.45987,0.41672,0.380238,0.0300558,0.134986,0.493533,0.376583,0.572703,0.505989,0.812091,0.505818,0.979744,0.473695,0.421876,6.14934,4.07468,0.111031,3.37016,6.26585,2.94656
K562,0.586096,0.498719,0.811096,0.933505,0.772992,0.0219548,0.430289,0.367567,0.294178,0.00371946,0.114842,0.490859,0.776012,0.571781,0.676216,0.777301,0.50809,1.17364,0.25828,0.420623,6.21062,6.22612,0.0143553,0.0565835,3.13586,2.94254
KALS1,0.539952,0.759321,0.738014,0.736232,0.704255,0.10365,0.471192,0.350116,0.453028,1e-06,0.132902,0.399931,0.968124,0.575796,0.462766,172.717,0.645488,1.20001,0.615348,0.412558,6.45598,5.53885,1.15796e-08,0.214125,6.9222,2.866
KARPAS299,0.581578,0.548798,1.01531,0.966415,0.755728,0.00549375,0.426544,0.352279,0.310452,0.278757,0.123557,0.38914,0.765396,0.565068,0.631314,0.690543,0.618443,1.13288,0.368204,0.430725,6.35702,5.66078,0.807355,0.0143553,4.79025,3.04902
KARPAS422,0.363898,1e-06,1e-06,0.222418,0.00396984,0.00657121,0.56518,0.558799,0.64604,0.0421764,0.101135,0.387724,0.690032,0.571445,0.682825,1.00343,0.612037,1.55458,0.267122,0.42426,6.31415,6.78895,0.0840643,0.0285692,0.782409,2.96973
KARPAS620,0.65474,0.00820873,0.743391,0.846495,0.672944,0.119198,0.409411,0.552661,0.244044,0.26334,0.0972999,0.492094,0.740528,0.561592,0.763142,0.640905,0.503791,1.05714,0.197365,0.418824,6.14262,4.94439,1.23266,0.321928,0.807355,2.98312
KASUMI2,0.603704,0.390646,0.85736,1.07318,0.85753,0.460018,0.416014,0.372817,0.242225,0.0073724,0.135908,0.46528,0.53145,0.574373,0.751218,0.774163,0.53634,1.06407,0.178405,0.416541,6.91636,4.37573,0.0285692,1.73118,1.28688,2.90084
KASUMI6,0.593294,0.424506,1.27337,1.27379,0.815312,0.00541525,0.436238,0.339684,0.352632,0.00468239,0.121397,0.383647,0.75446,0.646716,0.61854,0.652357,0.610386,1.05261,0.333897,0.314461,6.36405,5.48478,0.0143553,0.0143553,3.59335,2.91746
KATOIII,0.566004,0.60401,0.772944,0.773909,0.733305,0.00751012,0.446233,0.334267,0.3775,0.00657126,0.116716,0.484107,0.788626,0.64158,0.485047,0.690037,0.514353,1.44971,0.495723,0.322964,6.37487,3.96717,0.0285692,0.0285692,6.94193,3.02034
KCL22,0.532291,0.556617,0.674711,0.674654,0.597401,0.00540923,0.469127,0.381457,0.420719,0.00598173,0.130236,0.398377,0.753621,0.5712,0.578891,0.833383,0.610338,1.25177,0.407815,0.431054,6.12825,5.75942,0.0143553,0.0143553,5.92576,3.01858
KE37,0.566432,0.341094,0.863527,0.829725,0.731178,0.592283,0.439312,0.367541,0.354008,0.291687,0.121915,0.408521,0.416516,0.570594,0.825238,0.663146,0.600946,1.19537,0.105851,0.422769,5.88411,6.20046,0.879706,2.84398,0.799087,2.96371
KE39,0.474103,0.319352,0.417876,0.418467,0.435221,0.0241383,0.525489,0.440262,0.576945,0.0402771,0.0605364,0.487221,0.741874,0.571535,0.580913,0.739036,0.51304,1.39195,0.411393,0.418931,6.31796,6.08044,0.163499,0.0976108,6.25001,2.93197
KE97,0.4616,0.137055,0.331614,0.332925,0.353071,0.0157918,0.533805,0.390445,0.579306,0.0387865,0.126942,0.365174,0.74063,0.568585,0.629591,0.922783,0.623902,1.19722,0.364615,0.425457,6.83403,5.142,0.0840643,0.0426443,1.97453,2.99309
KELLY,0.639674,0.234414,1.20978,0.809081,0.832785,0.0111776,0.402147,0.320813,0.290219,1e-06,0.106625,0.467684,0.786334,0.644666,0.84158,159.656,0.532783,1.13866,0.0926747,0.32769,6.83517,6.68944,6.26347e-09,0.0426443,0.565597,3.04986
KG1,0.561147,0.40565,0.952173,0.725557,0.684526,0.00564445,0.442763,0.330569,0.371658,0.0647011,0.129206,0.27027,0.786393,0.570825,0.751049,0.769662,0.81269,1.13094,0.269984,0.421869,6.01391,5.85873,0.0840643,0.0143553,2.42761,2.95621
KG1C,0.571967,0.763638,0.83578,0.759633,0.805151,0.450331,0.440026,0.368119,0.323189,0.0855144,0.127677,0.472382,0.832598,0.565362,0.605459,0.578313,0.524147,1.16886,0.394988,0.428173,6.6575,5.30597,0.443607,2.1635,6.59141,3.02937
KHM1B,0.514288,0.016658,0.536676,0.482157,0.505979,0.00747984,0.489922,0.336897,0.494052,0.111467,0.165697,0.485124,0.785446,0.641162,0.749516,0.753821,0.515265,1.02367,0.130894,0.326569,6.37278,5.88947,0.443607,0.0285692,0.575312,3.05604
KIJK,0.61737,0.636726,1.0169,1.23132,0.891949,1e-06,0.442523,0.391452,0.330935,0.475983,0.108991,0.482916,145.72,0.572382,0.534235,0.557105,0.520105,1.01854,0.260387,0.422142,6.46205,5.29536,2.56316,1.37249e-08,4.26153,2.95007
KLE,0.651712,0.639803,1.26868,1.07416,1.02528,0.310738,0.375641,0.261882,0.223302,0.0627552,0.162628,0.384428,0.650551,0.574899,0.649464,0.767654,0.63157,1.18043,0.292175,0.416045,6.57153,5.33521,0.163499,1.43296,1.9855,2.89473
KM12,0.55359,0.490713,0.798463,0.7233,0.673474,0.213836,0.450113,0.38912,0.370801,0.0170851,0.124625,0.392699,0.716525,0.570686,0.587593,0.801285,0.613371,1.08534,0.400919,0.423511,6.24774,5.07639,0.0426443,0.895303,4.76394,2.96844
KMBC2,0.523322,0.439675,0.610323,0.610391,0.578746,0.675859,0.47723,0.376815,0.442548,0.16472,0.115192,0.404578,0.356876,0.570212,0.621528,0.725359,0.607481,1.22649,0.353438,0.422571,6.00607,6.52576,0.454176,3.78764,4.40054,2.9643
KMH2,0.470247,0.307741,0.312771,0.134932,0.403998,0.673978,0.529295,0.107611,0.54817,0.748264,0.214691,0.244519,0.347888,0.649252,0.614694,0.242489,0.763031,0.730967,0.394726,0.318025,6.24108,6.11041,3.08576,1.93734,3.69933,2.939
KMM1,0.476889,0.000174797,0.369724,0.413959,0.434027,0.0114965,0.527674,0.496789,0.567224,0.489371,0.105751,0.399876,0.808769,0.574571,0.741306,0.540302,0.605882,1.16409,0.228597,0.425562,6.0607,5.48896,1.81147,0.0426443,0.925999,2.96264
KMRC1,0.564536,0.688274,1e-06,0.733295,0.676351,0.480666,0.39895,0.285371,0.364714,0.501267,0.138023,0.395287,0.291951,0.589373,0.576592,1.98172,0.637521,0.826225,0.472527,0.30232,6.45121,4.21412,0.505891,3.29278,6.393,3.07771
KMRC2,0.57127,0.602523,0.893753,0.959162,0.716032,0.0245081,0.433367,0.36835,0.318247,0.333581,0.134248,0.362933,0.583079,0.59784,0.552208,0.413479,0.622382,1.08962,0.421955,0.446305,6.85947,4.60288,1.61353,0.0840643,5.7666,2.98612
KMRC20,0.422728,0.330237,0.259331,0.194324,0.312678,0.0231259,0.540715,0.423739,0.646987,0.47492,0.0694375,0.551633,0.817408,0.573867,0.457388,0.525885,0.445698,1.44755,0.508386,0.424237,6.46369,5.57561,3.61235,0.0565835,6.31615,2.95704
KMRC3,0.530612,0.607019,0.664797,0.665472,0.597104,0.312635,0.470214,0.368964,0.426073,0.167327,0.135712,0.388359,0.692408,0.56067,0.572961,0.661516,0.61362,1.25528,0.415183,0.429462,6.32012,5.55213,0.505891,0.903038,6.3336,3.06392
KMS11,0.516925,0.0324763,0.547744,0.58408,0.542512,0.414208,0.483248,0.357584,0.449702,0.589472,0.115912,0.445464,0.575972,0.571021,0.780734,0.421519,0.559264,1.14581,0.125877,0.420324,7.53278,5.35262,4.19535,1.43829,0.378512,2.94437
KMS12BM,0.476539,1.33933e-05,0.419387,0.367533,0.384471,0.0329021,0.5215,0.498664,0.564908,0.375618,0.147943,0.484912,0.674149,0.567503,0.657201,0.633702,0.515321,1.46892,0.294178,0.428916,6.37626,4.75114,1.77821,0.0976108,0.895303,3.02318
KMS21BM,0.538754,0.241092,0.6607,0.660428,0.616139,0.0112295,0.462061,0.418456,0.39751,0.42412,0.104358,0.339774,0.782255,0.566494,0.706517,0.56907,0.682593,1.19627,0.30883,0.426878,8.03584,5.25512,1.49057,0.0143553,1.98185,3.01417
KMS26,0.442826,1e-06,0.226382,0.271838,0.329437,0.236427,0.547625,0.464447,0.613189,0.654453,0.112715,0.385178,0.654501,0.57241,0.728054,0.402246,0.61614,1.49411,0.176707,0.423502,6.39849,6.67497,3.25399,0.722466,0.485427,2.95943
KMS27,0.690853,7.88319e-05,1.09665,0.804501,0.626347,0.0110872,0.484491,0.457434,0.459864,0.47658,0.128193,0.376208,0.776169,0.566125,0.837864,0.537295,0.61225,0.888627,0.10256,0.410009,6.5097,5.22805,1.774,0.0285692,0.367371,2.89695
KMS28BM,0.533708,1e-06,0.673599,0.610559,0.531498,0.0115538,0.482914,0.521706,0.455996,0.48357,0.102051,0.492096,0.808831,0.581779,0.774958,0.51487,0.507713,1.2074,0.111841,0.415153,6.19042,5.59455,2.81762,0.0285692,0.432959,2.85437
KMS34,0.498309,0.118939,0.489835,0.474515,0.480935,0.0664593,0.504429,0.349455,0.515023,0.568023,0.113887,0.49376,0.812965,0.575236,0.779012,0.435315,0.506684,1.09003,0.175031,0.416775,6.15704,6.07382,3.91456,0.163499,0.773996,2.89812
KNS42,0.483094,0.399466,0.38358,0.419682,0.452967,0.553866,0.516955,0.44263,0.545239,0.446803,0.107626,0.384706,0.449703,0.569255,0.550671,0.550612,0.631016,1.2315,0.446166,0.423864,6.56102,5.86171,1.62293,3.69488,5.41481,2.97838
KNS60,0.596387,0.565268,1.06466,0.913485,0.836638,0.189402,0.437351,0.283259,0.379939,0.295741,0.0848514,0.354782,0.634652,0.642725,0.570017,0.849839,0.659921,1.50614,0.40201,0.323974,7.44029,5.71205,0.695994,0.895303,5.96486,3.02438
KNS62,0.540961,0.596073,0.74031,0.673285,0.639321,0.494291,0.459175,0.406989,0.399057,0.159971,0.173445,0.384656,0.515642,0.573345,0.496604,0.845265,0.602097,0.907889,0.493727,0.419384,6.26115,2.95047,0.378512,2.87578,5.48543,2.92587
KO52,0.587357,0.458334,1.4113,0.944594,0.744521,0.010028,0.448085,0.255287,0.405306,1e-06,0.12866,0.238121,0.702014,0.57805,0.631558,105.688,0.760704,1.02402,0.29873,0.420433,6.38922,6.05007,9.46179e-09,0.0285692,3.56925,2.90932
KOPN8,0.593749,0.462133,0.977224,0.992046,0.806481,0.0635477,0.41627,0.348107,0.279635,0.00572629,0.115076,0.374069,0.777348,0.571179,0.703104,0.797795,0.641606,1.20878,0.271862,0.422948,6.86084,6.20026,0.0143553,0.163499,2.98914,2.96193
KP2,0.463453,0.604702,0.0388046,0.253177,0.217512,0.139489,0.347657,0.310158,0.216636,0.0150995,0.0725485,0.453088,0.123458,0.605356,0.900343,2.10368,0.677602,0.514771,0.492892,0.452661,5.98208,4.96993,0.0143553,3.38957,4.38543,2.99104
KP3,0.570342,0.554905,1.15853e-06,0.693644,0.661775,0.482972,0.392812,0.15755,0.325865,0.0901957,0.103244,0.265783,0.259414,0.53676,0.561169,1.59403,0.835915,1.05867,0.40491,0.403683,6.2902,5.15015,0.0565835,3.72356,8.35085,3.00829
KP4,0.559643,0.52087,0.754567,0.848785,0.700157,0.0298542,0.424014,0.371094,0.271482,0.0354062,0.128828,0.47732,0.71027,0.560418,0.592507,0.956654,0.520692,1.25273,0.379289,0.434109,6.5452,5.67186,0.111031,0.0840643,5.06264,3.09846
KPL1,0.496031,0.242765,0.435218,0.491511,0.456103,0.451519,0.49954,0.544797,0.505943,0.393596,0.0839653,0.409671,0.505823,0.567079,0.687668,1.01705,0.595828,1.10614,0.371753,0.420751,5.81762,6.31922,0.773996,6.2485,2.73985,2.96785
KPNRTBM1,0.600318,0.264365,0.808959,0.817569,0.849274,0.00562356,0.404477,0.402691,0.23553,1e-06,0.104271,0.392009,0.783483,0.570891,0.859869,261.653,0.625838,1.16369,0.148878,0.422123,6.38595,6.24945,7.64371e-09,0.0143553,0.918386,2.95764
KPNSI9S,0.568335,0.663641,0.788465,0.864061,0.732688,0.00591297,0.45165,0.378669,0.356404,0.398867,0.116685,0.465848,0.823803,0.571294,0.586086,0.557256,0.532915,1.15109,0.374886,0.419968,6.86381,5.48188,2.14731,0.0143553,5.93334,2.94047
KPNYN,0.632352,0.0565032,0.856207,0.904339,0.840376,0.0422576,0.361738,0.228746,0.195785,0.00536537,0.133629,0.387184,0.761183,0.573419,0.766637,0.747511,0.617298,1.03179,0.173579,0.418448,6.3773,6.28059,0.0143553,0.111031,0.613532,2.91897
KS1,0.501621,0.63114,1e-06,0.522445,0.593882,0.589187,0.444993,0.333936,0.418658,1.06249,0.0821235,0.38756,0.213726,0.517883,0.539623,0.98662,0.670519,0.957165,0.395761,0.395829,6.92041,7.04034,2.15381,5.51349,7.98448,3.05729
KU1919,0.505791,0.561551,0.533048,0.518575,0.518901,0.561064,0.494156,0.418658,0.48494,0.0831325,0.172077,0.386373,0.442811,0.57531,0.499304,0.776487,0.617604,1.05317,0.500891,0.417888,6.39386,3.32912,0.214125,3.80116,8.63579,2.90548
KU812,0.51871,0.345914,0.571723,0.571723,0.541921,0.00569997,0.481524,0.418493,0.448501,0.00569997,0.129196,0.386668,0.794128,0.574084,0.709908,0.794128,0.630051,1.05467,0.320152,0.419006,6.51775,6.56986,0.0143553,0.0143553,4.42761,2.91948
KURAMOCHI,0.526287,0.375096,0.540062,0.532276,0.611229,0.116373,0.473922,0.447567,0.431409,0.00590871,0.141365,0.486017,0.62193,0.5645,0.784437,1.23482,0.514093,1.32769,0.20837,0.428039,6.3466,4.89093,0.0143553,0.748461,1.50589,3.03304
KYM1,0.545616,0.485133,0.743336,0.751438,0.650336,0.0169242,0.457185,0.381565,0.391039,0.632578,0.114299,0.39608,0.793738,0.56411,0.614111,0.385431,0.60927,1.09847,0.3749,0.431,6.15299,5.74147,3.28244,0.0426443,4.62176,3.05614
KYO1,0.58741,0.454929,1.01289,0.95481,0.803345,0.0170266,0.421989,0.358504,0.291416,0.306683,0.116392,0.394287,0.798538,0.57513,0.702982,0.651751,0.610996,1.06225,0.276665,0.418218,6.19849,5.66477,0.941106,0.0426443,2.81558,2.90868
KYSE140,0.485438,0.420563,0.442391,0.439333,0.454828,0.864354,0.513918,0.40504,0.524736,0.0554015,0.163868,0.397186,0.243927,0.682035,0.591589,0.776204,0.614254,0.955606,0.40771,0.253213,6.18606,4.9905,0.214125,3.5435,4.27128,2.97008
KYSE150,0.498954,0.527961,0.47763,0.478366,0.513844,0.600855,0.502317,0.385977,0.505321,1e-06,0.11222,0.378654,0.417493,0.571944,0.569618,254.627,0.612014,1.38354,0.411904,0.420865,6.46516,7.05431,7.85461e-09,4.31759,6.83264,2.9434
KYSE180,0.526106,0.51824,0.611072,0.625318,0.569769,0.663257,0.474495,0.352828,0.462865,0.0685699,0.206684,0.393174,0.360434,0.68368,0.51179,0.777777,0.615819,0.934828,0.49779,0.255154,6.2651,2.81762,0.176323,3.68032,7.17871,2.98566
KYSE270,0.538655,0.50983,0.613411,0.633289,0.591569,0.491204,0.466022,0.283222,0.441518,0.0893355,0.113553,0.230081,0.542589,0.712427,0.498417,1.26916,0.751927,1.20378,0.478634,0.215496,6.53621,3.71809,0.0703893,2.71589,5.56133,3.02482
KYSE30,0.534805,0.4887,0.675928,0.672817,0.615383,0.728214,0.466677,0.363023,0.418144,0.0272434,0.121757,0.402785,0.320031,0.575905,0.642981,0.774077,0.610289,1.39288,0.33622,0.418042,6.0607,7.14954,0.0703893,4.5509,4.69988,2.90355
KYSE410,0.546797,0.635553,0.739728,0.675148,0.688026,0.506624,0.456047,0.381315,0.413294,0.0670842,0.1912,0.374677,0.492741,0.654129,0.497919,0.801926,0.612967,0.96941,0.497576,0.31607,6.54396,2.90111,0.250962,4.1127,5.6837,2.89916
KYSE450,0.457048,0.416426,0.240536,0.223133,0.389834,0.520904,0.544616,0.401496,0.588553,0.416333,0.129752,0.394177,0.479405,0.646367,0.532251,0.576796,0.619409,1.18576,0.464565,0.317961,6.28559,5.18706,1.44361,2.17313,5.51633,2.95152
KYSE510,0.52324,0.427459,0.630602,0.588345,0.584962,0.612203,0.477494,0.402946,0.444335,0.121685,0.115874,0.397,0.400049,0.572741,0.620897,0.755974,0.613632,1.20083,0.37311,0.420257,6.18269,5.93664,0.321928,4.59096,4.25172,2.93506
KYSE520,0.541324,0.477079,0.828308,0.638167,0.606352,0.34487,0.461363,0.380135,0.407283,0.151568,0.142076,0.398709,0.639523,0.571737,0.57588,0.801804,0.61095,1.13018,0.416868,0.417976,6.12928,4.77768,0.189034,2.15704,7.12153,2.92425
KYSE70,0.547901,0.361862,0.682267,0.733063,0.653945,0.205885,0.454432,0.423479,0.383982,0.00553374,0.108197,0.400711,0.715732,0.574145,0.635876,0.770968,0.607514,1.05339,0.359154,0.419068,6.06437,5.45713,0.0143553,0.575312,3.36036,2.9196
L1236,0.365484,0.142067,0.164322,0.20589,1.8587e-05,0.0099274,0.567736,0.342406,0.661513,0.496119,0.108525,0.363388,0.694974,0.555994,0.529314,0.490848,0.604058,1.0775,0.473436,0.421289,6.64918,6.06005,2.02148,0.0285692,1.66448,3.03089
L33,0.540151,0.450282,0.116414,0.533,0.518529,0.409982,0.429644,0.340135,0.370645,0.644071,0.12832,0.170905,0.494351,0.631544,0.708757,0.962698,0.643903,0.860079,0.376456,0.316574,7.5352,3.76235,0.669027,2.488,2.86196,3.00762
L363,0.539326,0.0329261,0.598942,0.612318,0.593933,0.0262689,0.45834,0.476599,0.443192,0.0787845,0.157305,0.470593,0.74639,0.64957,0.74337,0.941792,0.532921,1.35142,0.141974,0.325803,6.79468,4.05398,0.250962,0.0703893,0.432959,3.00941
L428,0.50702,0.0191642,0.493094,0.443642,0.480191,0.0308914,0.522996,0.548585,0.573496,0.074398,0.126523,0.479903,0.734946,0.576049,0.715512,1.10693,0.520671,1.42571,0.224581,0.417943,6.5097,4.93026,0.201634,0.0840643,0.687061,2.90213
L540,0.612438,0.42582,0.968332,1.15701,0.907644,0.0171412,0.401733,0.3706,0.197481,0.0260067,0.140663,0.46304,0.803916,0.573148,0.706893,0.799298,0.537653,1.06105,0.280793,0.420909,6.96682,6.31777,0.0976108,0.0426443,2.93168,2.93752
LAMA84,0.582875,0.404558,1.37825,0.837828,0.676808,0.00509254,0.431189,0.31036,0.33888,0.303788,0.111938,0.244885,0.7095,0.580755,0.726009,0.802587,0.792347,1.17748,0.284696,0.435124,6.47119,6.99311,0.378512,0.0143553,4.50462,2.99695
LCLC103H,0.550124,0.615021,0.813097,0.796954,0.65373,0.530726,0.453439,0.352207,0.383667,0.0122928,0.121541,0.362307,0.457143,0.571435,0.52902,0.860563,0.631032,1.23191,0.476576,0.42134,6.96682,5.86938,0.0285692,2.32193,8.30561,2.94935
LCLC97TM1,0.5462,0.622863,0.6771,0.675731,0.656434,0.478146,0.455287,0.332952,0.4161,0.509738,0.128251,0.356447,0.496518,0.644719,0.546391,0.51346,0.668516,1.24277,0.435585,0.321102,7.502,5.54071,1.9855,1.926,7.09687,2.9883
LI7,0.508833,0.458813,0.530227,0.547251,0.536613,0.0160993,0.490972,0.426064,0.477532,0.315412,0.065792,0.376497,0.75505,0.575947,0.601474,0.538545,0.630307,1.44213,0.363358,0.41744,6.69655,5.68874,1.75702,0.0426443,4.36177,2.89915
LK2,0.493146,0.176445,0.454013,0.472645,0.47498,0.538761,0.506361,0.499936,0.519457,0.262402,0.1036,0.367462,0.462916,0.644238,0.628764,0.678044,0.647987,0.984771,0.380579,0.319922,7.05365,4.20006,0.773996,2.32769,2.10769,2.97954
LMSU,0.512569,0.64498,1e-06,0.344291,0.622246,0.270183,0.418834,0.315756,0.423551,1.11815,0.0933631,0.412066,0.243372,0.511508,0.587956,2.32107,0.6755,0.756943,0.428949,0.379263,6.5572,5.28096,0.963474,2.22033,9.64357,2.96584
LN18,0.536571,0.535906,0.648664,0.63438,0.652106,0.601221,0.466992,0.387668,0.401199,0.0812338,0.0849533,0.445163,0.425744,0.572542,0.493889,0.785272,0.556961,1.55974,0.477233,0.420023,7.50684,4.69544,0.31034,4.23649,6.79546,2.93444
LN229,0.532173,0.660933,0.660111,0.636466,0.624022,0.755898,0.475373,0.398194,0.427802,1e-06,0.114391,0.431986,0.340222,0.576047,0.494728,219.992,0.56359,1.26536,0.487129,0.419216,7.82788,5.37365,1.36368e-08,6.66534,8.96342,2.91098
LNCAPCLONEFGC,0.567299,0.0272619,0.668198,0.684548,0.649236,0.648967,0.465842,0.197865,0.420186,1e-06,0.143949,0.39739,0.369017,0.560561,0.772825,280.559,0.622067,1.13756,0.219729,0.434247,6.26153,7.05918,7.12862e-09,3.51728,0.678072,3.09866
LOUCY,0.65389,0.545227,1.25131,1.25772,1.01483,0.00639142,0.378983,0.252257,0.241439,1e-06,0.157118,0.366299,0.890462,0.568835,0.880464,205.904,0.650319,1.12107,0.0767078,0.425384,7.1015,5.11228,9.71328e-09,0.0143553,0.659925,2.99127
LOUNH91,0.568613,0.776196,0.764892,0.84805,0.760218,0.482646,0.421076,0.392458,0.234878,0.0700294,0.104251,0.540623,0.834294,0.573137,0.52493,0.93792,0.460816,0.872291,0.448982,0.428569,6.81903,4.55213,0.298658,1.73552,7.75489,2.99104
LOVO,0.541146,0.515804,0.668034,0.700097,0.638274,0.0223476,0.463783,0.402722,0.396235,0.361371,0.108167,0.416977,0.789896,0.577259,0.564252,0.618521,0.593791,1.24745,0.415888,0.415968,8.54423,5.19377,1.75275,0.0565835,5.42324,2.88237
LOXIMVI,0.565267,0.694386,0.944373,0.99808,0.699231,0.0115404,0.439921,0.346304,0.350138,0.386349,0.142596,0.389643,0.807892,0.572497,0.500862,0.620697,0.615048,1.23547,0.455907,0.426891,6.31397,5.43796,1.24489,0.0285692,8.69474,2.98266
LP1,0.457988,0.00556318,0.37172,0.336312,0.27992,0.0276098,0.553043,0.376035,0.617259,0.397346,0.0698536,0.468026,0.848569,0.703433,0.803734,0.608254,0.528483,1.55602,0.230865,0.348264,6.77505,6.27891,1.95977,0.0976108,0.594549,2.97055
LS1034,0.560767,0.584486,0.853329,0.770761,0.69367,0.238611,0.4443,0.350371,0.360495,0.0162076,0.133497,0.393263,0.681984,0.577227,0.587023,0.760129,0.611519,1.28032,0.392432,0.430685,6.21994,6.0332,0.0426443,1.04963,6.05181,2.98451
LS123,0.49531,0.480246,0.411003,0.479768,0.499736,0.614932,0.503047,0.352885,0.506788,1e-06,0.157487,0.234618,0.388504,0.674384,0.508832,97.3379,0.784436,1.01706,0.455408,0.34848,6.68692,5.7666,1.02735e-08,4.74846,6.74725,3.10042
