LINE,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2,MIR335,JUND,FOXP2,TFAP2C,FOSL1,PLAUR
MEG01,0.480598,0.413001,0.351658,0.346415,0.447068,1e-06,0.51085,0.406218,0.533601,0.375147,0.121359,0.394794,216.154,0.552577,0.649973,0.596887,0.646245,1.13004,0.373141,0.412974,6.54767,7.63285,1.25701,9.25267e-09,4.76765,2.98944
MELHO,0.541053,0.644784,0.598703,0.614938,0.653599,0.538967,0.458415,0.384233,0.388502,0.0344372,0.166498,0.55461,0.458598,0.696899,0.408108,0.78123,0.426901,1.10015,0.596858,0.354558,6.15785,3.926,0.176323,2.3505,5.16471,3.05259
MELJUSO,0.534521,0.73896,0.69816,0.65303,0.616025,0.624748,0.493438,0.404048,0.475155,0.0578893,0.128048,0.477055,0.360156,0.905616,0.534806,0.766717,0.476281,1.0673,0.471647,0.440654,5.99027,4.87381,0.226509,5.20398,8.11624,2.91948
MESSA,0.605073,0.306596,1.10588,0.791948,0.786907,0.00572296,0.402943,0.31675,0.269709,1e-06,0.106645,0.256603,0.797331,0.574131,0.913495,210.03,0.819216,1.0566,0.0656979,0.418678,6.38509,6.55597,4.76122e-09,0.0143553,0.432959,2.91695
MEWO,0.554981,0.572762,0.833734,0.748668,0.68777,0.419078,0.448735,0.347667,0.398047,0.112741,0.118338,0.338672,0.571045,0.667221,0.537365,0.754984,0.642082,1.02312,0.454618,0.343292,7.58353,4.75489,0.298658,2.20163,6.30012,3.08706
MFE280,0.515226,0.288372,0.591862,0.548845,0.559409,0.339162,0.47998,0.380722,0.473608,0.151418,0.112408,0.39831,0.636646,0.990678,0.818389,0.756073,0.616053,1.11387,0.220917,0.380701,6.18666,5.90641,0.400538,2.13093,1.45943,3.07426
MFE296,0.534429,0.468103,0.679156,0.690128,0.609774,0.527025,0.467303,0.392477,0.420666,0.0538902,0.134176,0.381029,0.474727,0.573548,0.582435,0.783837,0.631132,1.14487,0.401678,0.428532,6.62556,4.73985,0.137504,2.22033,4.43962,2.98864
MFE319,0.512758,0.445001,0.550763,0.554697,0.54514,0.560505,0.487585,0.38012,0.468665,0.032345,0.117642,0.379577,0.44466,0.571092,0.544564,0.76953,0.62975,1.20791,0.445981,0.424081,6.63633,5.8296,0.0840643,2.52105,5.88704,2.97032
MG63,0.518004,0.493402,0.60821,0.584635,0.550674,0.515171,0.482474,0.280224,0.471565,0.0623023,0.156591,0.257999,0.484266,0.687832,0.547085,0.741128,0.820756,0.952205,0.44972,0.344662,6.36247,6.5552,0.0840643,2.12763,6.96151,3.00651
MHHCALL2,0.59809,0.456511,0.923562,0.929456,0.812784,0.0169234,0.416347,0.351811,0.296405,1e-06,0.142167,0.388405,0.793698,0.569328,0.683363,230.229,0.625779,1.17348,0.270064,0.425297,6.4446,5.05268,8.687e-09,0.0426443,2.61353,2.98807
MHHCALL3,0.635555,0.514672,1.14304,1.16337,0.920637,0.0341497,0.372234,0.319417,0.164831,1e-06,0.147578,0.36878,0.812466,0.576923,0.848287,215.459,0.623896,1.24145,0.106761,0.420147,6.76713,5.32157,9.28253e-09,0.0840643,0.941106,2.91302
MHHCALL4,0.679902,0.45382,1.15337,1.15546,1.17007,0.00876242,0.370168,0.427031,0.146335,0.00442888,0.1361,0.388908,0.613418,0.546415,0.911513,0.617038,0.632903,1.32792,0.143101,0.403894,6.50954,5.16269,0.0143553,0.0285692,1.04963,2.95668
MHHES1,0.577408,0.426501,0.954388,0.919567,0.773019,0.032806,0.430202,0.349605,0.321408,0.525708,0.10716,0.368148,0.780499,0.568175,0.742096,0.479618,0.651053,1.28037,0.214263,0.429579,7.07382,6.88056,2.19219,0.0840643,2.27202,3.02427
MHHNB11,0.591641,0.28501,0.854852,0.732952,0.831913,0.0145991,0.40951,0.371531,0.25581,0.0112326,0.107394,0.393938,0.774032,0.581164,0.877869,0.786343,0.621327,1.22616,0.140207,0.422494,6.30888,6.82871,0.0285692,0.0565835,0.941106,2.90792
MIAPACA2,0.519004,0.608767,0.550526,0.550277,0.569015,0.00575532,0.48463,0.382387,0.461705,1e-06,0.128944,0.385487,0.801839,0.566675,0.418723,290.642,0.619488,1.22631,0.571555,0.430053,6.42811,5.50048,6.88133e-09,0.0143553,5.9357,3.03562
MINO,0.391261,4.55184e-05,0.192632,0.203274,0.010139,1e-06,0.576696,0.606183,0.711249,0.0183116,0.106311,0.49611,422.747,0.564104,0.696741,0.780441,0.505377,1.45331,0.229837,0.428795,6.11207,5.81096,0.0703893,7.09645e-09,0.659925,3.04054
MJ,0.519756,0.272042,0.505974,0.506986,0.55673,0.0273557,0.47839,0.497761,0.434346,0.022035,0.0826556,0.389263,0.777268,0.572124,0.628008,0.778848,0.627515,1.15515,0.378963,0.420508,6.44824,6.63967,0.0565835,0.0703893,3.38681,2.93998
MKN1,0.586878,0.427074,0.827915,0.884388,0.740393,0.570546,0.422864,0.303704,0.311434,0.0976933,0.14387,0.486952,0.435824,0.559389,0.57825,0.774295,0.511725,1.07134,0.408756,0.405076,6.30524,7.66391,0.378512,2.61824,6.04111,2.89656
MKN45,0.564759,0.410828,0.582531,0.914051,0.701316,0.364136,0.433815,0.352246,0.371331,0.00373,0.125894,0.250196,0.61579,0.567605,0.639105,0.787209,0.833198,1.13416,0.350947,0.429903,6.66035,5.38474,0.0426443,1.774,5.29168,3.02959
MKN7,0.518686,0.516003,0.661907,0.547776,0.552297,0.377966,0.482088,0.36022,0.462294,0.0219456,0.141057,0.255794,0.60517,0.567994,0.485796,0.768157,0.799746,1.11654,0.471983,0.43148,6.25304,4.8674,0.0285692,2.49825,6.82349,3.03862
MKN74,0.528676,0.550033,0.00138817,0.222192,0.656669,0.529794,0.43072,0.312454,0.388778,0.122274,0.110388,0.429764,0.432285,0.536918,0.614659,1.38693,0.645588,1.03555,0.377892,0.261937,6.00876,6.52027,0.176323,6.12784,8.45906,2.92712
ML1,0.565015,0.653141,0.794531,0.794671,0.773061,0.28458,0.447803,0.321526,0.371866,0.323988,0.0938902,0.399339,0.64699,0.575114,0.450193,0.625686,0.604744,1.58409,0.479009,0.444312,6.05745,5.72383,1.03562,0.879706,5.04177,3.09025
MM1S,0.462496,0.196907,0.400379,0.858622,0.000118313,0.601208,0.446346,0.46787,0.432526,0.436499,0.0821663,0.566379,0.424297,0.862967,2.01893,0.616428,0.640112,0.938019,0.110065,0.421181,6.7811,5.47184,2.12433,2.8339,0.226509,2.92837
MOLM13,0.58313,0.510545,0.899225,0.90499,0.739494,0.0322678,0.428527,0.344607,0.317948,0.01103,0.134738,0.354372,0.767695,0.575474,0.732241,0.772161,0.674858,1.22446,0.259602,0.431297,7.6175,7.52074,0.0285692,0.0840643,3.43162,2.99786
MOLM16,0.573456,0.380877,0.787619,0.907541,0.751568,0.0169789,0.432729,0.397258,0.294958,0.0113091,0.16891,0.485353,0.796301,0.565568,0.675185,0.795586,0.514305,1.03881,0.315377,0.428864,6.3579,6.97739,0.0426443,0.0426443,3.41684,3.03315
MOLM6,0.547857,0.480462,0.756345,0.755384,0.63943,1e-06,0.452568,0.386911,0.380256,0.00581795,0.142129,0.395519,211.637,0.580154,0.714795,0.810565,0.614701,1.05787,0.292348,0.4234,6.21665,6.5572,0.0143553,9.45013e-09,3.39506,2.91922
MOLP2,0.44658,1e-06,0.295812,0.245536,0.257061,0.0117593,0.559882,0.4658,0.672775,0.458211,0.0951345,0.474307,0.823217,0.572289,0.691891,0.545262,0.536509,1.15069,0.252948,0.443276,6.78686,5.81327,2.52105,0.0285692,0.731183,3.09826
MOLP8,0.536356,0.332793,0.519356,0.46275,0.58866,0.238081,0.430236,0.423623,0.293954,0.343348,0.104224,0.456676,0.814003,0.504185,0.901009,0.6968,0.78355,1.18898,0.276009,0.37744,6.86307,5.8392,0.9855,0.584963,1.80323,2.99446
MOLT16,0.622977,0.325747,0.977576,0.997526,0.942775,0.0167947,0.387036,0.343008,0.262436,1e-06,0.118012,0.385887,0.787666,0.586192,0.906961,343.288,0.632036,1.20749,0.0736324,0.424523,6.55152,6.30195,5.82601e-09,0.0426443,0.495695,2.89682
MONOMAC1,0.602804,0.496671,1.14254,1.11935,0.839127,0.349872,0.409781,0.301854,0.322072,0.11272,0.142596,0.400599,0.637516,0.701476,0.760673,0.819762,0.607603,1.21995,0.274453,0.345098,6.06695,6.0433,0.275007,1.09761,2.88753,2.95176
MONOMAC6,0.584196,0.54844,0.967839,1.01163,0.766497,0.329972,0.424384,0.348328,0.302734,0.0167361,0.128099,0.364842,0.628739,0.571925,0.627456,0.784914,0.646374,1.18563,0.35579,0.424077,7.08661,5.337,0.0426443,1.04963,4.45352,2.96596
MORCPR,0.502192,0.349687,0.501496,0.38818,0.511361,0.609018,0.485534,0.40179,0.462671,0.184238,0.0974839,0.426329,0.405939,0.596524,0.61824,0.714079,0.696311,1.08993,0.380539,0.443438,6.5331,6.16872,0.516015,4.5008,3.88655,2.97348
MPP89,0.528191,0.559671,0.679613,0.595404,0.59872,0.227211,0.47298,0.387204,0.432468,0.215728,0.122991,0.393052,0.703014,0.578101,0.573526,0.692622,0.611399,1.30524,0.408903,0.43137,6.22207,6.22574,0.62293,1.29278,6.39438,2.98474
MSTO211H,0.560004,0.654699,0.469722,0.467205,0.697479,0.016842,0.419977,0.337374,0.302742,0.0223003,0.165072,0.406331,0.789883,0.530138,0.481008,0.788226,0.642783,1.17938,0.497454,0.399321,6.32769,4.55827,0.0565835,0.0426443,8.24103,3.01296
MUTZ5,0.68181,0.358362,1.30083,1.35073,1.14824,0.0103698,0.370068,0.353353,0.121749,1e-06,0.130655,0.403832,0.725945,0.51221,0.986164,291.379,0.661599,1.30564,0.065881,0.371806,6.55321,6.02791,6.86392e-09,0.0285692,0.422233,2.90355
MV411,0.517572,0.456278,0.591084,0.599781,0.555231,0.171307,0.483545,0.383964,0.4572,0.619997,0.136866,0.383985,0.7058,0.57614,0.667247,0.395424,0.641354,1.20076,0.302561,0.433348,6.68103,7.38223,3.13586,0.485427,3.96162,3.00863
NALM1,0.622246,0.470925,1.09635,1.10609,0.92845,0.0344306,0.393348,0.333986,0.234742,0.00592698,0.145338,0.400882,0.819149,0.579858,0.766028,0.825756,0.608291,1.16047,0.207058,0.416017,6.06953,5.27538,0.0143553,0.0840643,1.88362,2.86979
NALM19,0.643988,0.410845,1.1176,1.12168,0.974281,0.0224689,0.383082,0.331345,0.236017,0.0169622,0.149382,0.394747,0.794184,0.568239,0.868466,0.795519,0.578987,1.09262,0.106857,0.430429,5.86691,4.96901,0.0426443,0.0565835,0.748461,3.02992
NALM6,0.58205,0.464981,0.612184,0.866447,0.573752,0.398451,0.361903,0.309903,0.162862,1e-06,0.127362,0.406615,0.696565,0.440528,1.12195,316.852,0.653594,1.12438,0.120986,0.325718,6.42962,5.90014,6.3121e-09,1.14405,0.807355,2.95752
NAMALWA,0.584822,0.0461272,0.648313,0.707082,0.719419,0.0113449,0.409094,0.280933,0.20635,0.00768493,0.132832,0.488418,0.794206,0.571511,0.758873,0.806982,0.511726,1.12196,0.134454,0.422205,6.28633,6.10727,0.0285692,0.0285692,0.454176,2.95501
NB1,0.595463,0.510654,0.96675,0.969286,0.800093,0.0223504,0.419857,0.363369,0.194457,0.00570858,0.119947,0.366605,0.789998,0.401407,0.689437,0.795327,0.648443,1.37942,0.245934,0.599946,7.0751,6.44112,0.0143553,0.0565835,3.06005,2.98921
NB4,0.676062,0.547882,1.23022,1.52704,0.999313,0.227332,0.378905,0.290041,0.210008,0.00396764,0.166159,0.493986,0.729879,0.591213,0.606205,0.829167,0.501082,1.05195,0.378539,0.434682,6.08619,4.57894,0.0143553,0.62293,4.38198,2.94095
NCCSTCK140,0.467777,0.398003,0.330624,0.363137,0.395486,0.660233,0.532922,0.432323,0.571268,0.722207,0.0847482,0.245689,0.358591,0.6769,0.582881,0.185636,0.814327,1.08945,0.404881,0.343551,6.62892,6.65062,3.89045,5.52356,5.06652,3.04522
NCIH1048,0.551511,0.384873,0.780382,0.749044,0.681579,0.674803,0.452038,0.378527,0.37963,0.536461,0.12633,0.392374,0.355148,0.561424,0.732407,0.466166,0.61623,1.15707,0.217782,0.436503,6.28207,5.42291,2.30159,3.80012,1.83592,3.10997
NCIH1092,0.743332,2.81799e-06,0.690363,0.913827,0.699155,0.0437592,0.441158,0.416314,0.311392,0.444613,0.116761,0.525397,0.896607,0.581888,0.968522,0.601579,0.549771,1.25197,0.088782,0.436104,6.27836,5.93428,2.21723,0.0976108,0.275007,2.99786
NCIH1105,0.612574,0.46093,1.02982,0.63697,0.710103,0.0141911,0.35414,0.262232,0.180782,0.437129,0.135786,0.481922,0.993453,0.714445,1.17933,0.526685,0.777444,1.16378,0.0465068,0.358607,6.45286,6.3672,1.65992,0.0285692,0.31034,3.01163
NCIH1155,0.573339,0.403281,0.770938,0.87472,0.661691,0.597397,0.402554,0.338775,0.255783,0.0175761,0.133868,0.428294,0.437813,0.553304,0.915627,0.824312,0.664429,1.23212,0.10782,0.408871,6.20535,5.93381,0.0426443,2.72901,0.799087,2.95585
NCIH1184,0.621129,0.428386,1.15815,1.1644,0.925266,0.0285264,0.397674,0.335795,0.244016,0.482114,0.108789,0.380713,0.810531,0.575295,0.894598,0.520642,0.62787,1.06451,0.101124,0.424931,6.59679,6.08683,1.852,0.0703893,0.815575,2.95453
NCIH1299,0.480757,0.523479,0.372876,0.41343,0.475692,0.105696,0.516367,0.395448,0.526341,0.332389,0.129291,0.393812,0.736864,0.71229,0.471663,0.629176,0.616596,1.26447,0.479027,0.368993,6.26285,5.62615,1.05658,0.286881,8.01352,3.10823
NCIH1341,0.555439,0.280311,0.693124,0.72462,0.67278,0.691904,0.448263,0.457539,0.344277,0.172675,0.086594,0.478668,0.32886,0.57134,0.755977,0.744297,0.520749,1.03314,0.254537,0.422813,6.52748,5.9855,0.695994,4.20789,1.80323,2.96015
NCIH1355,0.49424,0.480434,0.358212,0.498134,0.484007,0.781537,0.495563,0.408545,0.493523,0.00591416,0.104405,0.391271,0.28845,0.549646,0.62182,0.823969,0.627483,1.36478,0.37562,0.403885,6.41481,7.22062,0.0143553,5.41886,5.39917,2.93924
NCIH1373,0.540883,0.683251,0.670657,0.728924,0.644427,0.394934,0.460728,0.342415,0.423049,0.255777,0.159385,0.395122,0.60549,0.761363,0.481675,0.686529,0.609785,1.15873,0.506774,0.383665,6.17313,4.66959,1.1177,1.30451,8.81772,3.02351
NCIH1395,0.503449,0.443204,0.55807,0.501307,0.549541,0.228022,0.496594,0.476665,0.497853,0.475597,0.116443,0.367976,0.739506,0.565356,0.825042,0.528709,0.614264,1.27995,0.147331,0.428794,6.67723,5.25588,1.79909,5.24184,0.594549,3.0338
NCIH1435,0.545023,0.546449,0.648346,0.673155,0.716777,0.720732,0.453026,0.369706,0.308079,0.0062069,0.065777,0.39537,0.38588,0.381735,0.467085,0.864754,0.620366,1.01974,0.430935,0.573354,6.27631,4.66903,0.0143553,3.73552,6.55305,3.00393
NCIH1436,0.635463,0.398241,1.08526,1.00758,0.908872,0.0123295,0.385057,0.287064,0.260979,0.397371,0.128574,0.393811,0.863136,0.64976,0.911627,0.598591,0.61602,1.25551,0.0705101,0.315914,6.25701,6.98448,1.32769,0.0285692,0.584963,2.9172
NCIH1437,0.600899,0.372561,0.682591,0.734452,0.751507,0.796805,0.407695,0.253778,0.340409,0.452645,0.088633,0.391075,0.304439,0.646936,0.639475,0.535189,0.622205,1.3186,0.364206,0.317719,6.36405,5.68902,1.69153,5.23458,3.55336,2.94668
NCIH146,0.525721,0.257981,0.62252,0.587871,0.599818,0.0104935,0.474988,0.424623,0.447934,0.712268,0.120963,0.402124,0.738212,0.643342,0.763366,0.308302,0.609287,0.922754,0.0698602,0.319165,6.0607,6.40412,4.62059,0.0426443,0.485427,2.97663
NCIH1563,0.576332,0.511695,0.986496,0.863707,0.68438,0.607202,0.424262,0.287379,0.358833,0.285413,0.141554,0.247041,0.37217,0.580253,0.666385,0.600762,0.777357,1.12864,0.269076,0.419787,6.29333,5.67779,0.475085,3.26303,3.15381,2.89382
NCIH1568,0.531561,0.398783,0.778502,0.603785,0.612143,0.664936,0.469064,0.345612,0.435359,0.703857,0.0996259,0.247247,0.352356,0.58043,0.789001,0.214528,0.836427,1.16248,0.238494,0.423198,6.76593,6.9905,3.28096,5.66135,2.28983,2.91644
NCIH1573,0.559694,0.347617,0.604987,0.64173,0.745505,0.712375,0.43814,0.191787,0.377705,0.237679,0.117831,0.252769,0.252391,0.57731,0.644603,0.700312,0.790074,1.04404,0.358893,0.427334,6.25134,4.02945,2.37573,5.64501,4.00988,2.96086
NCIH1581,0.543864,0.350607,0.79584,0.754406,0.454794,0.0790227,0.468249,0.295628,0.476214,0.626885,0.0457785,0.379286,0.374309,0.567983,0.487394,0.3655,0.624338,0.695346,0.274049,0.417377,6.58436,5.15502,3.43029,0.422233,3.15704,2.93936
NCIH1623,0.516196,0.372951,0.673588,0.364981,0.635407,0.85771,0.480133,0.444758,0.386194,0.489848,0.227073,0.34459,0.328701,0.569113,0.4957,0.437005,0.615706,2.0125,0.377318,0.428173,7.1471,4.24184,2.24184,5.21878,3.93074,3.00941
NCIH1648,0.56266,0.60992,0.653931,0.719374,0.779479,0.43042,0.433131,0.358468,0.400059,0.0183255,0.118788,0.383793,0.337965,0.60003,0.412985,0.971597,0.649548,0.803461,0.381097,0.300487,6.76977,3.94767,0.0565835,3.82069,6.28928,3.00472
NCIH1650,0.514551,0.479975,0.591962,0.544366,0.556071,0.585878,0.485775,0.41605,0.463842,0.0277518,0.108412,0.384087,0.42725,0.58118,0.621709,0.788523,0.635805,1.30026,0.317857,0.424806,6.62147,6.38836,0.0703893,5.4851,4.15785,2.92375
NCIH1651,0.603023,0.462189,0.683096,0.691865,0.649129,0.505174,0.406005,0.287267,0.338251,0.265021,0.101838,0.492152,0.494146,0.640958,0.501961,0.694958,0.508127,1.42252,0.470485,0.32702,6.19476,5.02547,1.14405,3.06695,3.11437,3.06123
NCIH1666,0.546572,0.498664,0.770094,0.64401,0.686434,0.544947,0.454262,0.389101,0.391274,0.141069,0.132345,0.3708,0.456848,0.570368,0.593595,0.745385,0.639206,1.16156,0.381019,0.423359,6.89542,4.76607,0.378512,4.77136,4.33485,2.96903
NCIH1693,0.566963,0.394873,0.753799,0.780362,0.708353,0.521726,0.42748,0.356747,0.337373,0.0337978,0.0888201,0.376065,0.507372,0.56901,0.595183,0.804095,0.628099,1.32485,0.357654,0.423946,6.68075,4.40871,0.0840643,2.05658,4.94111,2.98023
NCIH1694,0.570908,0.327558,0.73617,0.788195,0.721443,1e-06,0.426076,0.380792,0.293999,0.39463,0.14332,0.45222,237.159,0.567232,0.709564,0.591945,0.549566,1.12608,0.0577656,0.426077,7.29159,6.24146,2,8.43315e-09,0.495695,3.00461
NCIH1703,0.527121,0.497935,0.629134,0.631072,0.587713,0.618858,0.47383,0.398003,0.434641,0.0114763,0.106281,0.368349,0.394079,0.570002,0.559961,0.803405,0.639024,1.10875,0.430791,0.42369,6.93934,5.54628,0.0285692,3.14078,5.7879,2.97325
NCIH1734,0.555002,0.520775,0.619957,0.658494,0.747672,0.00610951,0.435929,0.391518,0.377534,0.266985,0.116089,0.490838,0.427699,0.711231,0.49662,0.700106,0.493138,0.90311,0.28393,0.267962,6.02813,6.94568,1.14405,0.0285692,5.27947,3.01406
NCIH1781,0.559129,0.433762,0.779516,0.708312,0.750459,0.553245,0.445537,0.423642,0.33501,0.34494,0.0858531,0.483305,0.453416,0.567692,0.645837,0.623414,0.514699,0.96569,0.186479,0.426407,6.38974,6.06867,1.65992,4.88069,2.09761,3.00449
NCIH1792,0.527484,0.561489,0.593409,0.592307,0.65025,0.0216695,0.472334,0.399523,0.419202,0.292916,0.136816,0.478479,0.665998,0.569855,0.459967,0.604292,0.527064,1.09009,0.472225,0.424476,6.60925,4.37712,1.45418,0.0976108,7.09972,2.97954
NCIH1793,0.555332,0.497372,0.781442,0.70098,0.69053,0.493269,0.448464,0.376211,0.370705,1e-06,0.114284,0.377404,0.498727,0.5726,0.616414,179.799,0.633677,1.17357,0.364742,0.421609,6.71617,5.82349,1.11235e-08,2.96717,4.61117,2.94522
NCIH1836,0.63501,0.395217,0.995969,0.851185,0.932729,0.0293097,0.356127,0.288918,0.247872,1e-06,0.13653,0.39268,0.791932,0.644227,0.857506,214.674,0.620021,1.2013,0.0748091,0.322065,6.31578,6.22978,9.31645e-09,0.111031,0.604071,2.99955
NCIH1869,0.535864,0.625415,0.603622,0.647524,0.634789,1.0493,0.46453,0.402124,0.393375,0.186758,0.101365,0.489962,0.26018,0.567647,0.734404,0.716087,0.510657,0.994699,0.495837,0.425142,6.25342,5.58406,0.782409,4.03298,6.06609,2.99582
NCIH1876,0.52199,0.313217,0.60928,0.605565,0.579329,0.613142,0.478821,0.399483,0.457017,0.523181,0.119188,0.404194,0.401879,0.645924,0.858697,0.478695,0.606132,1.25204,0.052053,0.318118,5.99842,6.18606,2.18587,3.05137,0.356144,2.95501
NCIH1915,0.593074,0.604602,0.967785,0.966586,0.72533,0.011124,0.416419,0.345113,0.278437,0.0327519,0.166929,0.380774,0.778743,0.565816,0.560641,0.77921,0.628056,1.12395,0.42316,0.428624,6.59768,4.10936,0.0840643,0.0285692,7.89014,3.03013
NCIH1944,0.521171,0.546474,0.61471,0.614079,0.573028,0.282789,0.479335,0.400047,0.446811,0.266985,0.087648,0.382141,0.637253,0.551666,0.574556,0.675251,0.632458,1.46112,0.385274,0.444728,6.62015,4.56925,0.790772,0.887525,4.68986,3.22462
NCIH196,0.578315,0.558259,0.936269,0.806525,0.769005,0.029253,0.429145,0.328704,0.356925,0.381329,0.147124,0.380827,0.7904,0.651671,0.611982,0.600976,0.629372,1.16819,0.381307,0.315597,6.61058,5.00495,1.26903,0.111031,4.72792,2.90574
NCIH1963,0.592273,0.364202,0.83188,0.815152,0.768114,0.0484785,0.401649,0.323034,0.280684,0.170185,0.11253,0.380208,0.779847,0.569454,0.913607,0.732502,0.639049,1.26686,0.0578652,0.423148,6.72315,7.09877,0.464668,0.124328,0.454176,2.97231
NCIH1975,0.637225,0.538139,0.902266,0.906224,0.942484,0.512021,0.384479,0.31547,0.201807,0.0154883,0.189306,0.485914,0.486054,0.571826,0.516452,0.821174,0.510383,1.01455,0.451775,0.421593,6.30214,5.38059,0.0565835,3.16027,6.81532,2.9491
NCIH2009,0.521582,0.608305,0.621233,0.616014,0.578487,0.33848,0.478718,0.395955,0.436063,0.159343,0.148653,0.491943,0.667379,0.568797,0.476894,0.718399,0.50658,1.33024,0.455113,0.424083,6.17852,5.19298,0.443607,1.01436,7.93793,2.98231
NCIH2023,0.504553,0.454701,0.540871,0.527084,0.512413,0.599538,0.495728,0.426495,0.486032,0.427144,0.118896,0.381422,0.386677,0.569816,0.529919,0.561644,0.629054,1.24117,0.371088,0.427651,6.59694,5.47476,1.52105,3.10098,4.88704,3.00203
NCIH2029,0.58473,0.356504,0.899523,0.835815,0.748339,0.0775061,0.414735,0.346718,0.298636,0.549287,0.126734,0.399412,0.768781,0.571887,0.873885,0.456084,0.612315,1.234,0.0356839,0.420701,6.13217,6.2294,2.40871,0.201634,0.263034,2.94254
NCIH2030,0.554146,0.575755,0.818623,0.669951,0.697498,0.574063,0.449646,0.377413,0.372422,0.0167276,0.11599,0.36423,0.429478,0.568291,0.577944,0.784515,0.646626,1.17403,0.414753,0.428169,7.10129,5.5008,0.0426443,5.3466,5.98094,3.01373
NCIH2052,0.520774,0.496465,0.80233,0.604608,0.549969,0.480898,0.47971,0.363663,0.453312,0.343128,0.118468,0.242431,0.518115,0.568913,0.54834,0.652248,0.845254,1.107,0.409736,0.434995,6.97315,5.2854,0.526069,2.7845,8.12391,3.05843
NCIH2073,0.567202,0.740937,0.661662,0.695283,0.832724,0.4101,0.430959,0.339204,0.300796,0.0112088,0.119203,0.496721,0.566978,0.566869,0.770259,0.788533,0.502174,0.904609,0.456235,0.427442,6.06587,4.96394,0.0426443,2.16993,5.54164,3.01616
NCIH2081,0.5778,0.441666,0.783545,0.862895,0.779295,0.0146642,0.427876,0.345543,0.3363,0.553231,0.0871733,0.480222,0.687745,0.643167,0.658567,0.446252,0.517478,0.969078,0.0281312,0.321354,6.46548,6.87467,3.71918,0.0426443,0.344828,2.99786
NCIH2085,0.531527,0.610211,0.625715,0.591812,0.637237,0.492692,0.470051,0.432514,0.412304,0.03235,0.0838306,0.47664,0.435909,0.547938,0.455923,0.780596,0.521716,1.46039,0.413933,0.425752,6.56742,4.53605,0.124328,4.52105,6.84185,3.10803
NCIH2087,0.589923,0.429455,0.847729,0.846708,0.728481,0.595043,0.413719,0.274061,0.302065,0.520155,0.0986108,0.404133,0.412706,0.568923,0.533254,0.475925,0.607582,1.39839,0.394455,0.424291,6.01369,5.35509,2.18587,2.88362,7.32265,2.98312
NCIH209,0.584577,0.330091,0.819877,0.899551,0.770833,0.0275196,0.421484,0.387656,0.267735,0.532892,0.109618,0.494245,0.781926,0.567205,0.758672,0.467881,0.504419,1.16024,0.0383321,0.424843,6.1235,6.27445,3.41684,0.0703893,0.31034,2.99604
NCIH211,0.575041,0.448515,0.793559,0.893893,0.774854,0.341576,0.429071,0.418936,0.223537,0.0543403,0.119879,0.386828,0.668786,0.407461,0.984098,0.790384,0.629838,0.908511,0.133418,0.601192,6.51286,4.06523,0.137504,1.02148,0.765535,2.95092
NCIH2110,0.553696,0.550855,0.636219,0.748253,0.681225,0.615324,0.441437,0.372903,0.364923,0.477183,0.0987886,0.373801,0.2439,0.548959,0.544773,0.471285,0.6334,1.06721,0.295273,0.408176,6.77795,6.12495,2.02503,5.04571,4.74147,2.97418
NCIH2122,0.571499,0.565563,0.86614,0.865808,0.740738,0.54276,0.434114,0.365081,0.333276,0.437867,0.170225,0.38558,0.456386,0.564091,0.598404,0.555911,0.622356,1.09226,0.382035,0.432039,6.45631,3.82273,1.57531,2.37851,4.03738,3.06361
NCIH2126,0.581576,0.253335,0.895201,0.851459,0.784412,0.671918,0.425206,0.374232,0.277897,0.419337,0.109507,0.459307,0.342619,0.564766,0.776108,0.57552,0.542106,1.10343,0.251973,0.431354,7.08162,5.52105,2.18587,5.88338,2.33628,3.0551
NCIH2170,0.489542,0.430132,0.441029,0.439739,0.47759,0.510182,0.510066,0.481375,0.544323,0.397577,0.0515189,0.481249,0.492769,0.396745,0.640635,0.588995,0.516989,1.04459,0.490036,0.597027,6.44559,4.94205,2.02503,3.10601,4.78188,3.00963
NCIH2171,0.609106,0.42612,1.07671,0.794938,0.837405,0.174243,0.395158,0.342444,0.233163,0.554301,0.112122,0.367767,0.781329,0.569215,0.949488,0.446504,0.64273,1.31184,0.0482864,0.424115,6.99061,6.89482,2.48285,0.669027,0.400538,2.98035
NCIH2172,0.497848,0.425163,0.4943,0.493197,0.494325,0.495704,0.502189,0.451297,0.508362,0.0279848,0.139156,0.384901,0.504317,0.405972,0.707763,0.795142,0.628183,1.02448,0.321395,0.60386,6.52826,7.46254,0.0703893,3.93168,3.78973,2.97488
NCIH2196,0.683562,0.39102,1.05953,1.09348,1.03857,0.16267,0.355625,0.231498,0.269296,0.0189081,0.152752,0.383705,0.835133,0.716726,0.981798,0.886782,0.633618,1.08456,0.0823505,0.209418,6.60526,5.61471,0.0426443,0.389567,0.536053,2.92187
