LINE,CNV_STAT3_1,CNV_STAT3_2,CNV_STAT3_3,CNV_STAT3_4,CNV_STAT3_5,STAT3_1,STAT3_2,STAT3_3,STAT3_4,STAT3_5,MYC_1,MYC_2,MYC_3,MYC_4,MYC_5
963-1,1,2,3,4,5,27.3366,54.6733,82.0099,109.347,136.683,7.39445,7.39445,7.39445,7.39445,7.39445
964-1,1,2,3,4,5,40.3067,80.6133,120.92,161.227,201.533,40.3085,40.3085,40.3085,40.3085,40.3085
965-1,1,2,3,4,5,47.3862,94.7723,142.158,189.545,236.931,14.2172,14.2172,14.2172,14.2172,14.2172
966-1,1,2,3,4,5,28.1671,56.3343,84.5014,112.669,140.836,17.4238,17.4238,17.4238,17.4238,17.4238
967-1,1,2,3,4,5,30.5277,61.0554,91.5831,122.111,152.639,34.2579,34.2579,34.2579,34.2579,34.2579
968-1,1,2,3,4,5,27.7189,55.4377,83.1566,110.875,138.594,48.3311,48.3311,48.3311,48.3311,48.3311
969-1,1,2,3,4,5,59.9404,119.881,179.821,239.762,299.702,11.308,11.308,11.308,11.308,11.308
970-1,1,2,3,4,5,12.2152,24.4304,36.6457,48.8609,61.0761,13.8934,13.8934,13.8934,13.8934,13.8934
971-1,1,2,3,4,5,43.334,86.6679,130.002,173.336,216.67,23.7896,23.7896,23.7896,23.7896,23.7896
972-1,1,2,3,4,5,53.5828,107.166,160.748,214.331,267.914,7.48634,7.48634,7.48634,7.48634,7.48634
973-1,1,2,3,4,5,25.9334,51.8667,77.8001,103.733,129.667,24.1359,24.1359,24.1359,24.1359,24.1359
974-1,1,2,3,4,5,37.4605,74.921,112.382,149.842,187.303,7.44767,7.44767,7.44767,7.44767,7.44767
975-1,1,2,3,4,5,41.4815,82.963,124.445,165.926,207.408,23.6515,23.6515,23.6515,23.6515,23.6515
976-1,1,2,3,4,5,50.4272,100.854,151.282,201.709,252.136,21.5807,21.5807,21.5807,21.5807,21.5807
977-1,1,2,3,4,5,24.9051,49.8102,74.7154,99.6205,124.526,30.9466,30.9466,30.9466,30.9466,30.9466
978-1,1,2,3,4,5,31.8518,63.7035,95.5553,127.407,159.259,30.104,30.104,30.104,30.104,30.104
979-1,1,2,3,4,5,69.5792,139.158,208.738,278.317,347.896,45.735,45.735,45.735,45.735,45.735
980-1,1,2,3,4,5,39.3881,78.7763,118.164,157.553,196.941,9.68271,9.68271,9.68271,9.68271,9.68271
981-1,1,2,3,4,5,23.3794,46.7587,70.1381,93.5174,116.897,19.6186,19.6186,19.6186,19.6186,19.6186
982-1,1,2,3,4,5,29.0898,58.1796,87.2693,116.359,145.449,29.2393,29.2393,29.2393,29.2393,29.2393
983-1,1,2,3,4,5,32.8673,65.7346,98.6019,131.469,164.337,39.7197,39.7197,39.7197,39.7197,39.7197
984-1,1,2,3,4,5,43.8621,87.7242,131.586,175.448,219.31,15.4946,15.4946,15.4946,15.4946,15.4946
985-1,1,2,3,4,5,41.8473,83.6946,125.542,167.389,209.237,10.4941,10.4941,10.4941,10.4941,10.4941
986-1,1,2,3,4,5,35.375,70.7499,106.125,141.5,176.875,36.4385,36.4385,36.4385,36.4385,36.4385
987-1,1,2,3,4,5,24.6744,49.3488,74.0232,98.6976,123.372,16.446,16.446,16.446,16.446,16.446
988-1,1,2,3,4,5,30.1804,60.3608,90.5412,120.722,150.902,15.4956,15.4956,15.4956,15.4956,15.4956
989-1,1,2,3,4,5,40.5976,81.1953,121.793,162.391,202.988,42.7768,42.7768,42.7768,42.7768,42.7768
990-1,1,2,3,4,5,58.7892,117.578,176.368,235.157,293.946,16.573,16.573,16.573,16.573,16.573
991-1,1,2,3,4,5,2.59699,5.19397,7.79096,10.3879,12.9849,5.48023,5.48023,5.48023,5.48023,5.48023
992-1,1,2,3,4,5,60.9527,121.905,182.858,243.811,304.763,18.5909,18.5909,18.5909,18.5909,18.5909
993-1,1,2,3,4,5,46.6029,93.2057,139.809,186.411,233.014,33.8929,33.8929,33.8929,33.8929,33.8929
994-1,1,2,3,4,5,57.1096,114.219,171.329,228.438,285.548,18.1955,18.1955,18.1955,18.1955,18.1955
995-1,1,2,3,4,5,19.849,39.6979,59.5469,79.3958,99.2448,26.2395,26.2395,26.2395,26.2395,26.2395
996-1,1,2,3,4,5,49.6637,99.3275,148.991,198.655,248.319,16.1874,16.1874,16.1874,16.1874,16.1874
997-1,1,2,3,4,5,44.9106,89.8211,134.732,179.642,224.553,36.9073,36.9073,36.9073,36.9073,36.9073
998-1,1,2,3,4,5,36.4899,72.9798,109.47,145.96,182.45,12.804,12.804,12.804,12.804,12.804
999-1,1,2,3,4,5,48.2801,96.5602,144.84,193.12,241.4,43.5952,43.5952,43.5952,43.5952,43.5952
1000-1,1,2,3,4,5,43.5357,87.0713,130.607,174.143,217.678,48.8131,48.8131,48.8131,48.8131,48.8131
1001-1,1,2,3,4,5,16.7995,33.599,50.3985,67.1979,83.9974,12.7356,12.7356,12.7356,12.7356,12.7356
1002-1,1,2,3,4,5,57.1559,114.312,171.468,228.624,285.78,42.2162,42.2162,42.2162,42.2162,42.2162
1003-1,1,2,3,4,5,48.5232,97.0464,145.57,194.093,242.616,5.76872,5.76872,5.76872,5.76872,5.76872
1004-1,1,2,3,4,5,43.6771,87.3542,131.031,174.708,218.386,18.3175,18.3175,18.3175,18.3175,18.3175
1005-1,1,2,3,4,5,26.8449,53.6899,80.5348,107.38,134.225,25.6111,25.6111,25.6111,25.6111,25.6111
1006-1,1,2,3,4,5,41.3155,82.631,123.946,165.262,206.577,30.7206,30.7206,30.7206,30.7206,30.7206
1007-1,1,2,3,4,5,52.2996,104.599,156.899,209.199,261.498,13.5415,13.5415,13.5415,13.5415,13.5415
1008-1,1,2,3,4,5,26.9523,53.9047,80.857,107.809,134.762,46.3172,46.3172,46.3172,46.3172,46.3172
1009-1,1,2,3,4,5,43.6334,87.2668,130.9,174.534,218.167,57.0455,57.0455,57.0455,57.0455,57.0455
1010-1,1,2,3,4,5,12.8746,25.7491,38.6237,51.4982,64.3728,20.772,20.772,20.772,20.772,20.772
1011-1,1,2,3,4,5,48.2424,96.4847,144.727,192.969,241.212,17.6428,17.6428,17.6428,17.6428,17.6428
1012-1,1,2,3,4,5,27.0232,54.0465,81.0697,108.093,135.116,33.3334,33.3334,33.3334,33.3334,33.3334
1013-1,1,2,3,4,5,76.9377,153.875,230.813,307.751,384.689,30.2133,30.2133,30.2133,30.2133,30.2133
1014-1,1,2,3,4,5,49.5329,99.0657,148.599,198.131,247.664,5.30362,5.30362,5.30362,5.30362,5.30362
1015-1,1,2,3,4,5,8.78385,17.5677,26.3515,35.1354,43.9192,5.4321,5.4321,5.4321,5.4321,5.4321
1016-1,1,2,3,4,5,54.4922,108.984,163.477,217.969,272.461,19.8357,19.8357,19.8357,19.8357,19.8357
1017-1,1,2,3,4,5,40.1226,80.2452,120.368,160.49,200.613,37.7476,37.7476,37.7476,37.7476,37.7476
1018-1,1,2,3,4,5,19.771,39.5419,59.3129,79.0839,98.8548,20.5732,20.5732,20.5732,20.5732,20.5732
1019-1,1,2,3,4,5,50.7017,101.403,152.105,202.807,253.509,4.62219,4.62219,4.62219,4.62219,4.62219
1020-1,1,2,3,4,5,50.1725,100.345,150.517,200.69,250.862,22.2268,22.2268,22.2268,22.2268,22.2268
1021-1,1,2,3,4,5,44.9374,89.8748,134.812,179.75,224.687,31.0616,31.0616,31.0616,31.0616,31.0616
1022-1,1,2,3,4,5,43.4368,86.8736,130.31,173.747,217.184,13.4236,13.4236,13.4236,13.4236,13.4236
1023-1,1,2,3,4,5,35.904,71.808,107.712,143.616,179.52,7.07073,7.07073,7.07073,7.07073,7.07073
1024-1,1,2,3,4,5,57.7553,115.511,173.266,231.021,288.777,13.9978,13.9978,13.9978,13.9978,13.9978
1025-1,1,2,3,4,5,44.566,89.1319,133.698,178.264,222.83,40.3211,40.3211,40.3211,40.3211,40.3211
1026-1,1,2,3,4,5,30.6274,61.2547,91.8821,122.509,153.137,19.0702,19.0702,19.0702,19.0702,19.0702
1027-1,1,2,3,4,5,75.8688,151.738,227.606,303.475,379.344,6.40344,6.40344,6.40344,6.40344,6.40344
1028-1,1,2,3,4,5,41.1548,82.3096,123.464,164.619,205.774,15.3673,15.3673,15.3673,15.3673,15.3673
1029-1,1,2,3,4,5,11.0422,22.0844,33.1266,44.1688,55.211,14.1754,14.1754,14.1754,14.1754,14.1754
1030-1,1,2,3,4,5,63.5259,127.052,190.578,254.104,317.63,2.32263,2.32263,2.32263,2.32263,2.32263
1031-1,1,2,3,4,5,112.395,224.791,337.186,449.581,561.977,95.7481,95.7481,95.7481,95.7481,95.7481
1032-1,1,2,3,4,5,47.4559,94.9117,142.368,189.823,237.279,22.2746,22.2746,22.2746,22.2746,22.2746
1033-1,1,2,3,4,5,38.458,76.9159,115.374,153.832,192.29,65.2593,65.2593,65.2593,65.2593,65.2593
1034-1,1,2,3,4,5,21.7791,43.5581,65.3372,87.1162,108.895,33.979,33.979,33.979,33.979,33.979
1035-1,1,2,3,4,5,34.7884,69.5768,104.365,139.154,173.942,19.9069,19.9069,19.9069,19.9069,19.9069
1036-1,1,2,3,4,5,23.7649,47.5299,71.2948,95.0597,118.825,10.5115,10.5115,10.5115,10.5115,10.5115
1037-1,1,2,3,4,5,44.2305,88.461,132.692,176.922,221.153,9.08042,9.08042,9.08042,9.08042,9.08042
1038-1,1,2,3,4,5,29.4041,58.8081,88.2122,117.616,147.02,4.39833,4.39833,4.39833,4.39833,4.39833
1039-1,1,2,3,4,5,47.5345,95.0691,142.604,190.138,237.673,9.39924,9.39924,9.39924,9.39924,9.39924
1040-1,1,2,3,4,5,41.2243,82.4486,123.673,164.897,206.122,74.4364,74.4364,74.4364,74.4364,74.4364
1041-1,1,2,3,4,5,17.6972,35.3945,53.0917,70.789,88.4862,20.7024,20.7024,20.7024,20.7024,20.7024
1042-1,1,2,3,4,5,40.519,81.038,121.557,162.076,202.595,18.4763,18.4763,18.4763,18.4763,18.4763
1043-1,1,2,3,4,5,46.9022,93.8044,140.707,187.609,234.511,36.5675,36.5675,36.5675,36.5675,36.5675
1044-1,1,2,3,4,5,54.4094,108.819,163.228,217.638,272.047,17.1843,17.1843,17.1843,17.1843,17.1843
1045-1,1,2,3,4,5,30.0936,60.1871,90.2807,120.374,150.468,65.4725,65.4725,65.4725,65.4725,65.4725
1046-1,1,2,3,4,5,33.4722,66.9443,100.416,133.889,167.361,14.1997,14.1997,14.1997,14.1997,14.1997
1047-1,1,2,3,4,5,39.493,78.986,118.479,157.972,197.465,26.1203,26.1203,26.1203,26.1203,26.1203
1048-1,1,2,3,4,5,25.6575,51.315,76.9725,102.63,128.287,30.3806,30.3806,30.3806,30.3806,30.3806
1049-1,1,2,3,4,5,73.4566,146.913,220.37,293.826,367.283,31.7409,31.7409,31.7409,31.7409,31.7409
1050-1,1,2,3,4,5,38.5505,77.1009,115.651,154.202,192.752,25.4011,25.4011,25.4011,25.4011,25.4011
1051-1,1,2,3,4,5,23.8119,47.6238,71.4356,95.2475,119.059,41.4621,41.4621,41.4621,41.4621,41.4621
1052-1,1,2,3,4,5,33.0469,66.0937,99.1406,132.187,165.234,127.459,127.459,127.459,127.459,127.459
1053-1,1,2,3,4,5,26.4082,52.8164,79.2246,105.633,132.041,12.9565,12.9565,12.9565,12.9565,12.9565
1054-1,1,2,3,4,5,20.4786,40.9573,61.4359,81.9145,102.393,16.0694,16.0694,16.0694,16.0694,16.0694
1055-1,1,2,3,4,5,34.4471,68.8942,103.341,137.788,172.235,15.9542,15.9542,15.9542,15.9542,15.9542
1056-1,1,2,3,4,5,47.9059,95.8119,143.718,191.624,239.53,64.0627,64.0627,64.0627,64.0627,64.0627
1057-1,1,2,3,4,5,35.6408,71.2817,106.922,142.563,178.204,18.003,18.003,18.003,18.003,18.003
1058-1,1,2,3,4,5,41.7142,83.4284,125.143,166.857,208.571,6.05891,6.05891,6.05891,6.05891,6.05891
1059-1,1,2,3,4,5,91.9549,183.91,275.865,367.82,459.775,65.3998,65.3998,65.3998,65.3998,65.3998
1060-1,1,2,3,4,5,19.8386,39.6772,59.5158,79.3545,99.1931,9.81312,9.81312,9.81312,9.81312,9.81312
1061-1,1,2,3,4,5,2.88313,5.76627,8.6494,11.5325,14.4157,59.6638,59.6638,59.6638,59.6638,59.6638
1062-1,1,2,3,4,5,21.019,42.0379,63.0569,84.0759,105.095,18.615,18.615,18.615,18.615,18.615
1063-1,1,2,3,4,5,32.4524,64.9047,97.3571,129.809,162.262,20.1822,20.1822,20.1822,20.1822,20.1822
1064-1,1,2,3,4,5,33.5941,67.1882,100.782,134.376,167.971,47.986,47.986,47.986,47.986,47.986
1065-1,1,2,3,4,5,8.94908,17.8982,26.8473,35.7963,44.7454,6.21738,6.21738,6.21738,6.21738,6.21738
1066-1,1,2,3,4,5,35.6136,71.2273,106.841,142.455,178.068,70.4543,70.4543,70.4543,70.4543,70.4543
1067-1,1,2,3,4,5,37.5816,75.1632,112.745,150.326,187.908,2.13946,2.13946,2.13946,2.13946,2.13946
